,decimalLatitude,decimalLongitude,eventDate,eventDate_end,Year_start,Month_start,Day_start,Year_end,Month_end,Day_end,Depth,ParentEventID,measurementValue,CV,measurementUnit,l_min,l_max,h0,h1,h2,h3
39,-34.201166666666666,24.835116666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,16.874,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286716182233087
40,-34.16545,24.831783333333334,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.926,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286716182233087
41,-34.013783333333336,24.929683333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,25.586,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286716182233087
42,-33.96735,25.055433333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,5.846,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286716182233087
43,-33.983333333333334,25.226,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,12.044,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286716182233087
44,-34.034866666666666,25.501316666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.778,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
45,-34.02556666666667,25.6661,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,19.988,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
46,-33.9655,25.64535,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,37.436,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
47,-33.85221666666666,25.640416666666667,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,25.472,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
48,-33.84001666666666,25.6489,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,33.03,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
49,-33.720016666666666,25.858833333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,2.422,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
50,-33.75921666666667,26.39105,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,479.942,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286853621186559
51,-33.68383333333333,26.6814,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,1.898,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286784901709823
52,-33.5972,26.9057,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,8.716,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286784901709823
53,-33.49941666666667,27.132216666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,8.868,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286784901709823
54,-33.381283333333336,27.3286,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,1.984,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588783528871723007,593286784901709823
55,-33.28723333333333,27.482333333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.618,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588776382046142463,593279569356652543
56,-33.2061,27.6161,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,37.08,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588776382046142463,593279569356652543
57,-33.1439,27.702333333333332,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,9.326,,g m-1,0.002,0.025,579803267651862527,584280479000166399,588776382046142463,593279569356652543
58,-33.05671666666667,27.86365,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,18.956,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588776382046142463,593279569356652543
59,-33.00728333333333,27.9266,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,202.624,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588776382046142463,593279569356652543
60,-32.92,28.05595,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,38.592,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588776382046142463,593279569356652543
61,-32.708616666666664,28.3479,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,64.988,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588776382046142463,593279569356652543
62,-31.64755,29.521,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,19.78,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588776382046142463,593279638076129279
63,-31.095633333333332,30.18365,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,1.354,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588777481557770239,593280668868280319
64,-30.946583333333333,30.30216666666667,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,3.416,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588777481557770239,593280668868280319
65,-30.751333333333335,30.452533333333335,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,4.874,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588777481557770239,593280668868280319
66,-30.605633333333333,30.554616666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.486,,g m-1,0.002,0.025,579803267651862527,584276080953655295,588777481557770239,593280668868280319
67,-30.449266666666666,30.657583333333335,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,9.754,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588777481557770239,593280806307233791
68,-30.25875,30.772516666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.766,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588777481557770239,593280806307233791
69,-30.119216666666667,30.8514,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,7.016,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588777481557770239,593280806307233791
70,-29.991016666666667,30.955516666666668,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,14.024,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588777481557770239,593280806307233791
71,-29.9089,31.035133333333334,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,235.358,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588777481557770239,593280806307233791
72,-29.806083333333333,31.042733333333334,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,15.744,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593280806307233791
73,-29.734733333333335,31.0838,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,4.906,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593280806307233791
74,-29.64425,31.133333333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,14.532,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295787153162239
75,-29.552133333333334,31.205916666666667,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,26.772,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295787153162239
76,-29.369433333333333,31.354466666666667,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,2.764,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295718433685503
77,-29.27775,31.44408333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,12.898,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295718433685503
78,-28.9604,31.7746,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,17.834,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295718433685503
79,-28.79905,32.0986,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,0.088,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295718433685503
80,-28.365433333333332,32.43253333333333,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,2.764,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295855872638975
81,-28.133783333333334,32.55821666666667,2015-05-01,2015-09-01,2015,5,1,2015,9,1,0,Ryan2018,16.33,,g m-1,0.002,0.025,579803267651862527,584289275093188607,588792324964745215,593295855872638975
