,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,ParentEventID,measurementValue,measurementUnit,h0,h1,h2,h3,l_min,l_max
7,-33.3095622170246,134.663327376563,1998-10-15 00:00:00,1998,10,15,0,Edyvane2004,1.998,g m-1,579732898907684863,584223304395522047,588724704999636991,593228235907530751,0.02,
8,-33.3095622170246,134.663327376563,1999-09-24 00:00:00,1999,9,24,0,Edyvane2004,1.5295,g m-1,579732898907684863,584223304395522047,588724704999636991,593228235907530751,0.02,
9,-33.3095622170246,134.663327376563,2000-09-14 00:00:00,2000,9,14,0,Edyvane2004,6.799699999999999,g m-1,579732898907684863,584223304395522047,588724704999636991,593228235907530751,0.02,
0,31.886774,-80.964928,2006-09-15 00:00:00,2006,9,15,0,Lee2015,169.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
1,31.886774,-80.964928,2007-09-15 00:00:00,2007,9,15,0,Lee2015,306.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
2,31.886774,-80.964928,1990-02-15 00:00:00,1990,2,15,0,Lee2015,30.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
3,31.886774,-80.964928,2009-08-15 00:00:00,2009,8,15,0,Lee2015,34.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
4,31.886774,-80.964928,2009-09-15 00:00:00,2009,9,15,0,Lee2015,7.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
5,31.886774,-80.964928,2010-09-15 00:00:00,2010,9,15,0,Lee2015,16.0,g m-1,577692205326532607,582178212767858687,586679063616159743,591182525804576767,0.025,
6,30.865466,-81.421784,2009-11-15 00:00:00,2009,11,15,0,Lee2015,22.0,g m-1,577692205326532607,582178212767858687,586681262639415295,591184587388878847,0.025,
7,30.865466,-81.421784,2011-04-15 00:00:00,2011,4,15,0,Lee2015,7.0,g m-1,577692205326532607,582178212767858687,586681262639415295,591184587388878847,0.025,
