,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,ParentEventID,measurementValue,measurementUnit,h0,h1,h2,h3,wind_mag,measurementValue_vol_1m,measurementValue_vol_5m,measurementUnit_vol
1131,32.1,-135.48,2009-08-07 21:02:00,2009,8,7,0.15,21,0.0003660000000000004,g m-2,577445914721910783,581923126070214655,586425626185957375,590929088374374399,3.26175856590271,0.0003691399329187597,7.382798658375311e-05,gm-3
1132,32.08,-136.35,2009-08-08 12:00:00,2009,8,8,0.15,21,7.239999999999998e-05,g m-2,577445914721910783,581923126070214655,586425626185957375,590928744776990719,3.530447244644165,7.431835435567671e-05,1.4863670871519353e-05,gm-3
1133,32.07,-137.22,2009-08-08 12:00:00,2009,8,8,0.15,21,6.639999999999999e-05,g m-2,577445914721910783,581923126070214655,586425626185957375,590929157093851135,3.530447244644165,6.815937471294108e-05,1.3631874942940402e-05,gm-3
1134,32.05,-137.71,2009-08-08 11:04:00,2009,8,8,0.15,21,0.002125199999999998,g m-2,577445914721910783,581923126070214655,586425626185957375,590926339595304959,3.530447244644165,0.0021815105894569618,0.0004363021179026645,gm-3
1135,32.04,-137.93,2009-08-08 12:53:00,2009,8,8,0.15,21,0.0005891999999999976,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,3.530447244644165,0.0006048118009166374,0.00012096236018645263,gm-3
1136,32.04,-137.93,2009-08-08 18:08:00,2009,8,8,0.15,21,0.0005922000000000021,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,5.355955123901367,0.0010098125807381604,0.00020254028175088474,gm-3
1137,32.05,-137.92,2009-08-09 12:00:00,2009,8,9,0.15,21,0.0025562000000000046,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.010723887341718938,0.0030194576660155705,gm-3
1138,32.06,-137.92,2009-08-09 12:00:00,2009,8,9,0.15,21,0.00016340000000000066,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.0006855031654944365,0.00019301282475038938,gm-3
1139,32.05,-137.92,2009-08-09 12:00:00,2009,8,9,0.15,21,0.0015330000000000022,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.0064313118280475414,0.001810824114702241,gm-3
1140,32.06,-137.91,2009-08-09 12:00:00,2009,8,9,0.15,21,0.0045173999999999995,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.018951603425976463,0.005336084054635284,gm-3
1141,32.06,-137.92,2009-08-09 11:06:00,2009,8,9,0.15,21,0.0009381999999999993,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.00393597961974833,0.0011082290831139195,gm-3
1142,32.06,-137.91,2009-08-09 11:27:00,2009,8,9,0.15,21,0.0005000000000000001,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.002097622905429724,0.0005906145188200386,gm-3
1143,32.03,-138.51,2009-08-09 17:03:00,2009,8,9,0.15,21,0.003370400000000003,g m-2,577445914721910783,581923126070214655,586422877406887935,590926339595304959,8.295896530151367,0.014139656480920693,0.003981214348462119,gm-3
1144,32.02,-138.98,2009-08-09 20:02:00,2009,8,9,0.15,21,0.0014669999999999985,g m-2,577445914721910783,581923126070214655,586422877406887935,590926270875828223,3.160923719406128,0.00147441006334034,0.0002948820126680681,gm-3
1145,32.02,-139.46,2009-08-09 23:06:00,2009,8,9,0.15,21,0.0010951999999999989,g m-2,577445914721910783,581923126070214655,586422877406887935,590926270875828223,3.160923719406128,0.0011007320391072531,0.0002201464078214507,gm-3
1146,32.03,-139.92,2009-08-10 12:00:00,2009,8,10,0.15,21,0.0006406000000000001,g m-2,577445914721910783,581923126070214655,586422877406887935,590926270875828223,10.063188552856445,0.0033494616795074744,0.001401618056164372,gm-3
1147,32.04,-140.2,2009-08-10 12:00:00,2009,8,10,0.15,21,0.00017059999999999984,g m-2,577445914721910783,581923126070214655,586422877406887935,590929363252281343,10.063188552856445,0.0008920046246081401,0.00037326887352738314,gm-3
1148,32.35,-140.3,2009-08-10 12:00:00,2009,8,10,0.15,21,0.0021728,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,9.138401985168457,0.010332843981304619,0.0035192342631317755,gm-3
1149,32.35,-140.29,2009-08-10 12:00:00,2009,8,10,0.15,21,0.004269400000000002,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,9.138401985168457,0.02030331558071703,0.006915049136144519,gm-3
1150,32.63,-140.31,2009-08-10 10:57:00,2009,8,10,0.15,21,0.0019372,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.420419216156006,0.006742620596996672,0.0016008105706199836,gm-3
1151,32.9,-140.33,2009-08-10 13:05:00,2009,8,10,0.15,21,0.009033200000000012,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,8.392438888549805,0.038536243166624386,0.011081475388984931,gm-3
1152,32.91,-140.29,2009-08-10 18:53:00,2009,8,10,0.15,21,0.0002398000000000004,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,0.9798977375030518,0.0002398000000000004,4.796000000000008e-05,gm-3
1153,32.91,-140.31,2009-08-11 12:00:00,2009,8,11,0.15,21,0.0003292,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.0010251513915794453,0.00022888016280653506,gm-3
1154,32.9,-140.3,2009-08-11 12:00:00,2009,8,11,0.15,21,4.01999999999999e-05,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.0001251855587530182,2.7949521703592605e-05,gm-3
1155,32.89,-140.31,2009-08-11 12:00:00,2009,8,11,0.15,21,0.0009004,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.002803907390577559,0.0006260136652217624,gm-3
1156,32.9,-140.31,2009-08-11 12:00:00,2009,8,11,0.15,21,0.000980600000000003,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.003053655694358466,0.0006817736562821656,gm-3
1157,32.93,-140.35,2009-08-11 12:17:00,2009,8,11,0.15,21,0.005534200000000001,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.01723387858833222,0.0038477174878612597,gm-3
1158,32.93,-140.34,2009-08-11 12:36:00,2009,8,11,0.15,21,0.0013687999999999994,g m-2,577445914721910783,581923126070214655,586426175941771263,590929363252281343,7.0136260986328125,0.004262537134854022,0.0009516742613899912,gm-3
1159,33.63,-139.76,2009-08-11 21:58:00,2009,8,11,0.15,21,0.00019319999999999998,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,3.5192794799804688,0.00019811771071143424,3.9623542143075506e-05,gm-3
1160,33.73,-139.77,2009-08-11 23:07:00,2009,8,11,0.15,21,0.004026400000000007,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,3.5192794799804688,0.0041288879420730866,0.0008257775884310534,gm-3
1161,34.1,-139.82,2009-08-12 12:00:00,2009,8,12,0.15,21,0.004028600000000001,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,0.8422733545303345,0.004028600000000001,0.0008057200000000002,gm-3
1162,34.39,-139.85,2009-08-12 12:00:00,2009,8,12,0.15,21,0.004339799999999992,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,1.6265759468078613,0.004339799999999992,0.0008679599999999984,gm-3
1163,34.81,-139.88,2009-08-12 12:00:00,2009,8,12,0.15,21,0.0021094000000000048,g m-2,577445914721910783,581940718256259071,586442118860374015,590945306170884095,2.553870677947998,0.002109447176919478,0.00042188943538389566,gm-3
1164,35.23,-139.92,2009-08-12 11:04:00,2009,8,12,0.15,21,0.008734999999999995,g m-2,577445914721910783,581940718256259071,586442118860374015,590945306170884095,3.065845251083374,0.008759997440079962,0.0017519994880159924,gm-3
1165,35.62,-139.98,2009-08-12 14:02:00,2009,8,12,0.15,21,0.0031540000000000066,g m-2,577445914721910783,581940718256259071,586442118860374015,590945306170884095,3.598079204559326,0.003259473098240435,0.0006518946197240858,gm-3
1166,35.72,-140.0,2009-08-12 15:02:00,2009,8,12,0.15,21,0.002652800000000004,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,3.9791696071624756,0.0029056645975347357,0.0005811329690780322,gm-3
1167,35.8,-139.98,2009-08-12 17:01:00,2009,8,12,0.15,21,0.0007895999999999972,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,3.9791696071624756,0.0008648645831624757,0.00017297293138721797,gm-3
1168,35.89,-139.98,2009-08-12 18:01:00,2009,8,12,0.15,21,0.003576399999999998,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.8954176902770996,0.003576400000002034,0.0007152800000004068,gm-3
1169,35.98,-139.98,2009-08-12 19:02:00,2009,8,12,0.15,21,0.0002013999999999999,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.8954176902770996,0.00020140000000011456,4.028000000002291e-05,gm-3
1170,35.99,-139.87,2009-08-12 20:59:00,2009,8,12,0.15,21,0.001211800000000001,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.8954176902770996,0.001211800000000691,0.00024236000000013819,gm-3
1171,35.9,-139.87,2009-08-12 22:01:00,2009,8,12,0.15,21,0.0025541999999999956,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.8954176902770996,0.0025542000000014498,0.00051084000000029,gm-3
1172,35.81,-139.87,2009-08-12 23:02:00,2009,8,12,0.15,21,0.0026724000000000058,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.218140721321106,0.0026724000000000058,0.0005344800000000011,gm-3
1173,35.72,-139.87,2009-08-13 12:00:00,2009,8,13,0.15,21,0.001947399999999998,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,2.466610908508301,0.0019474119748611415,0.0003894823949722283,gm-3
1174,35.72,-139.76,2009-08-13 12:00:00,2009,8,13,0.15,21,0.0027502000000000013,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,2.466610908508301,0.0027502169114014168,0.0005500433822802833,gm-3
1175,35.81,-139.76,2009-08-13 12:00:00,2009,8,13,0.15,21,0.002179799999999996,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,2.466610908508301,0.0021798134039243675,0.0004359626807848735,gm-3
1176,35.9,-139.76,2009-08-13 12:00:00,2009,8,13,0.15,21,0.0010545999999999993,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,4.5799078941345215,0.001353301702610438,0.0002706717823530619,gm-3
1177,35.98,-139.76,2009-08-13 12:00:00,2009,8,13,0.15,21,0.002179400000000003,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,4.5799078941345215,0.0027966866401187133,0.0005593609733171481,gm-3
1178,35.95,-139.65,2009-08-13 12:00:00,2009,8,13,0.15,21,0.0016360000000000027,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,4.5799078941345215,0.002099375673687352,0.0004198928844392284,gm-3
1179,35.9,-139.65,2009-08-13 12:00:00,2009,8,13,0.15,21,0.00038239999999999986,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,4.5799078941345215,0.0004907098151699522,9.814611186403459e-05,gm-3
1180,35.81,-139.65,2009-08-13 12:00:00,2009,8,13,0.15,21,0.0010749999999999994,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,2.466610908508301,0.0010750066103398007,0.00021500132206796015,gm-3
1181,35.72,-139.65,2009-08-13 10:02:00,2009,8,13,0.15,21,0.002473600000000001,g m-2,577445914721910783,581940718256259071,586442118860374015,590945581048791039,2.466610908508301,0.0024736152105456133,0.0004947230421091227,gm-3
1182,35.27,-139.74,2009-08-13 14:05:00,2009,8,13,0.15,21,0.008760799999999994,g m-2,577445914721910783,581940718256259071,586442118860374015,590945306170884095,2.1149349212646484,0.00876080002216789,0.001752160004433578,gm-3
1183,34.88,-139.82,2009-08-13 17:02:00,2009,8,13,0.15,21,0.005189400000000004,g m-2,577445914721910783,581940718256259071,586442118860374015,590945306170884095,2.406898021697998,0.005189411732695711,0.0010378823465391422,gm-3
1184,34.46,-139.91,2009-08-13 20:02:00,2009,8,13,0.15,21,0.001575200000000002,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,3.710358142852783,0.0016500210813934657,0.00033000421664351666,gm-3
1185,34.05,-139.99,2009-08-13 23:09:00,2009,8,13,0.15,21,0.0013916,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.329514980316162,0.0023482993428964164,0.0004708729213351853,gm-3
1186,34.06,-139.99,2009-08-14 12:00:00,2009,8,14,0.15,21,0.0009974000000000003,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.011604309082031,0.0014887927588281853,0.00029794408511324254,gm-3
1187,34.06,-139.98,2009-08-14 12:00:00,2009,8,14,0.15,21,0.00014119999999999953,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.011604309082031,0.00021076552791912873,4.2179371183065665e-05,gm-3
1188,34.06,-139.96,2009-08-14 10:30:00,2009,8,14,0.15,21,0.0007803999999999998,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.011604309082031,0.0011648825636550182,0.00023312168039139194,gm-3
1189,34.06,-139.96,2009-08-14 11:13:00,2009,8,14,0.15,21,0.0002146000000000002,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.011604309082031,0.0003203277782680256,6.4105474900042e-05,gm-3
1190,34.05,-139.99,2009-08-11 15:26:00,2009,8,11,0.15,21,0.00015219999999999985,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,8.687889099121094,0.0006806598626454466,0.00020910387664164164,gm-3
1191,34.06,-139.98,2009-08-14 15:24:00,2009,8,14,0.15,21,0.000216,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,5.011604309082031,0.00032241752146269087,6.452368396276355e-05,gm-3
1192,34.06,-139.98,2009-08-14 19:59:00,2009,8,14,0.15,21,0.0005280000000000012,g m-2,577445914721910783,581923126070214655,586425076430143487,590928607338037247,3.568756341934204,0.0005439958473458524,0.00010879916947586992,gm-3
1193,34.07,-140.48,2009-08-15 12:00:00,2009,8,15,0.15,21,0.0016145999999999986,g m-2,577445914721910783,581923126070214655,586426175941771263,590929638130188287,5.909676551818848,0.0034283211901706646,0.0006966256769687383,gm-3
1194,34.06,-140.76,2009-08-15 12:00:00,2009,8,15,0.15,21,0.0020677999999999964,g m-2,577445914721910783,581923126070214655,586426175941771263,590945443609837567,5.909676551818848,0.004390612261262786,0.0008921606434014343,gm-3
1195,34.06,-141.37,2009-08-15 12:00:00,2009,8,15,0.15,21,0.0006264000000000009,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0013300510303003278,0.0002702628044427218,gm-3
1196,34.06,-141.38,2009-08-15 12:00:00,2009,8,15,0.15,21,0.0013568000000000007,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.00288092790215754,0.0005853968280138644,gm-3
1197,34.06,-141.39,2009-08-15 12:00:00,2009,8,15,0.15,21,0.00023080000000000005,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0004900635022243219,9.957959014268857e-05,gm-3
1198,34.06,-141.4,2009-08-15 12:00:00,2009,8,15,0.15,21,0.00034000000000000046,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.000721930635859054,0.00014669437022753098,gm-3
1199,34.06,-141.41,2009-08-15 10:08:00,2009,8,15,0.15,21,0.0001774,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0003766779258864588,7.65399449363646e-05,gm-3
1200,34.06,-141.6,2009-08-15 11:30:00,2009,8,15,0.15,21,0.0048352000000000004,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.010266702972075568,0.0020861665262475204,gm-3
1201,34.06,-141.61,2009-08-15 11:50:00,2009,8,15,0.15,21,0.0021576,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.004581286882145567,0.0009309052153027072,gm-3
1202,34.07,-141.61,2009-08-15 12:09:00,2009,8,15,0.15,21,0.0017305999999999988,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0036746269365225772,0.0007466743444581312,gm-3
1203,34.07,-141.62,2009-08-15 12:28:00,2009,8,15,0.15,21,0.0011940000000000004,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.002535250527105028,0.0005151561119166819,gm-3
1204,34.07,-141.63,2009-08-15 12:47:00,2009,8,15,0.15,21,0.003151,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.006690598334093753,0.0013595116487851457,gm-3
1205,34.06,-141.81,2009-08-15 14:22:00,2009,8,15,0.15,21,0.010593799999999993,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.022494084618128327,0.004570737703871808,gm-3
1206,34.07,-141.83,2009-08-15 14:51:00,2009,8,15,0.15,21,0.0022693999999999987,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.004818674661819218,0.0009791417758657594,gm-3
1207,34.07,-141.83,2009-08-15 15:09:00,2009,8,15,0.15,21,0.0015273999999999997,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0032431672153268158,0.0006590028855456779,gm-3
1208,34.07,-141.84,2009-08-15 15:30:00,2009,8,15,0.15,21,0.0013424000000000003,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0028503520164035088,0.0005791838899806982,gm-3
1209,34.07,-141.85,2009-08-15 15:48:00,2009,8,15,0.15,21,0.0008476,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0017997306086886273,0.00036570043589663264,gm-3
1210,34.06,-142.03,2009-08-15 17:23:00,2009,8,15,0.15,21,0.0009506000000000023,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0020184331248459335,0.00041014020099497384,gm-3
1211,34.06,-142.03,2009-08-15 17:43:00,2009,8,15,0.15,21,0.0004435999999999994,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,5.909676551818848,0.0009419071472561043,0.00019139300774391932,gm-3
1212,34.05,-142.04,2009-08-15 18:01:00,2009,8,15,0.15,21,0.000422,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,3.9946250915527344,0.00046365814759422773,9.273163930423442e-05,gm-3
1213,34.05,-142.05,2009-08-15 18:20:00,2009,8,15,0.15,21,0.0010768000000000002,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,3.9946250915527344,0.0011830973775579727,0.00023661950048056786,gm-3
1214,34.05,-142.06,2009-08-15 18:38:00,2009,8,15,0.15,21,0.0007419999999999997,g m-2,577445914721910783,581923126070214655,586426175941771263,590929569410711551,3.9946250915527344,0.0008152472642533574,0.00016304947005626045,gm-3
1215,35.02,-141.74,2009-08-16 22:00:00,2009,8,16,0.15,21,0.0019971999999999993,g m-2,577445914721910783,581940718256259071,586442118860374015,590945374890360831,1.1369355916976929,0.0019971999999999993,0.0003994399999999999,gm-3
1216,35.76,-141.49,2009-08-16 12:00:00,2009,8,16,0.15,21,0.0007801999999999992,g m-2,577445914721910783,581940718256259071,586442118860374015,590945237451407359,3.219843626022339,0.0007856154853355148,0.00015712309706710357,gm-3
1217,36.61,-141.2,2009-08-16 14:01:00,2009,8,16,0.15,21,0.00015479999999999983,g m-2,577445914721910783,581940718256259071,586442118860374015,590945512329314303,4.924689769744873,0.00022374382518386676,4.4766349653983763e-05,gm-3
1218,37.3,-140.71,2009-08-16 20:03:00,2009,8,16,0.15,21,0.0004307999999999996,g m-2,577445914721910783,581940718256259071,586440469592932351,590943794342395903,2.5751872062683105,0.00043081285019550334,8.616257003910067e-05,gm-3
1219,37.74,-139.77,2009-08-17 12:00:00,2009,8,17,0.15,21,0.0008467999999999993,g m-2,577445914721910783,581940718256259071,586440469592932351,590943656903442431,2.9196369647979736,0.0008476629114441816,0.00016953258228883633,gm-3
1220,38.12,-138.93,2009-08-17 12:00:00,2009,8,17,0.15,21,0.0012125999999999997,g m-2,577445914721910783,581940718256259071,586440469592932351,590943656903442431,2.9249279499053955,0.0012138876660619305,0.0002427775332123861,gm-3
1221,38.57,-137.96,2009-08-17 14:04:00,2009,8,17,0.15,21,0.0007781999999999999,g m-2,577445914721910783,581940718256259071,586443218372001791,590946474401988607,3.4558262825012207,0.0007938127920863866,0.00015876255841794693,gm-3
1222,39.0,-137.01,2009-08-17 20:03:00,2009,8,17,0.15,21,0.00012139999999999996,g m-2,577199624117288959,581940718256259071,586443218372001791,590946336963035135,3.455967426300049,0.00012383694890769954,2.4767389781644754e-05,gm-3
1223,39.39,-136.12,2009-08-18 12:00:00,2009,8,18,0.15,21,0.00032320000000000016,g m-2,577199624117288959,581676835465592831,586443218372001791,590946680560418815,2.9966561794281006,0.00032378255280641056,6.475651056128211e-05,gm-3
1224,42.35,-129.42,2009-08-19 20:03:00,2009,8,19,0.15,21,3.999999999999998e-06,g m-2,577199624117288959,581676835465592831,586177686313893887,590681079782834175,2.604464530944824,4.000174388627953e-06,8.000348777255906e-07,gm-3
1225,42.8,-128.39,2009-08-20 12:00:00,2009,8,20,0.15,21,2.0199999999999966e-05,g m-2,577199624117288959,581676835465592831,586172738511568895,590675925822078975,1.2527791261672974,2.0199999999999966e-05,4.0399999999999935e-06,gm-3
1226,21.7,-154.64,2010-10-19 16:04:00,2010,10,19,0.15,21,2.0199999999999966e-05,g m-2,578114417791598591,582604823279435775,587107873150992383,591611197900455935,5.067978858947754,3.079965613602967e-05,6.165014215754907e-06,gm-3
1227,22.7,-154.64,2010-10-19 16:16:00,2010,10,19,0.15,21,5.2e-06,g m-2,578114417791598591,582604823279435775,587107873150992383,591611060461502463,4.985610485076904,7.686931965622509e-06,1.5382240254528426e-06,gm-3
1228,23.23,-153.46,2010-10-19 16:23:00,2010,10,19,0.15,21,5.0799999999999974e-05,g m-2,578114417791598591,582604823279435775,587106773639364607,591610029669351423,4.583673000335693,6.526727566265343e-05,1.3054022844798802e-05,gm-3
1229,23.58,-152.01,2010-10-20 16:04:00,2010,10,20,0.15,21,8.000000000000007e-07,g m-2,578114417791598591,582604823279435775,587106773639364607,591610098388828159,2.4111502170562744,8.000019490379415e-07,1.600003898075883e-07,gm-3
1230,24.63,-151.66,2010-10-20 16:16:00,2010,10,20,0.15,21,1.2000000000000025e-06,g m-2,577445914721910783,582604823279435775,587106773639364607,591610235827781631,3.5733184814453125,1.236925022613367e-06,2.473850045395217e-07,gm-3
1231,25.14,-150.47,2010-10-20 16:22:00,2010,10,20,0.15,21,0.00040659999999999953,g m-2,577445914721910783,581931922163236863,586432773011537919,590936029041524735,3.0545270442962646,0.0004076820705563936,8.153641411127872e-05,gm-3
1232,25.57,-149.14,2010-10-21 16:04:00,2010,10,21,0.15,21,0.0008801999999999992,g m-2,577445914721910783,581931922163236863,586432773011537919,590935891602571263,3.197030782699585,0.0008856177304298041,0.00017712354608596112,gm-3
1233,26.5,-148.74,2010-10-21 16:16:00,2010,10,21,0.15,21,0.00023839999999999983,g m-2,577445914721910783,581931922163236863,586432773011537919,590936166480478207,3.9806082248687744,0.0002611988918322706,5.223978291235594e-05,gm-3
1234,26.98,-147.64,2010-10-21 16:22:00,2010,10,21,0.15,21,0.0002245999999999997,g m-2,577445914721910783,581931922163236863,586431673499910143,590935204407803903,4.387961387634277,0.00027185913028626046,5.437229354974067e-05,gm-3
1235,27.42,-146.46,2010-10-22 16:04:00,2010,10,22,0.15,21,0.00024180000000000027,g m-2,577445914721910783,581931922163236863,586431673499910143,590935066968850431,2.409515142440796,0.0002418005724497315,4.8360114489946296e-05,gm-3
1236,28.35,-144.2,2010-10-22 16:16:00,2010,10,22,0.15,21,3.0600000000000005e-05,g m-2,577445914721910783,581931922163236863,586433872523165695,590937953186873343,5.008707046508789,4.562629168903089e-05,9.130860702249145e-06,gm-3
1237,28.8,-143.06,2010-10-22 16:22:00,2010,10,22,0.15,21,0.000122,g m-2,577445914721910783,581931922163236863,586434422278979583,590937815747919871,7.3679704666137695,0.0004189762143072641,9.861354922963544e-05,gm-3
1238,29.23,-143.87,2010-10-23 16:04:00,2010,10,23,0.15,21,0.0001287999999999999,g m-2,577445914721910783,581931922163236863,586433872523165695,590937059833675775,6.077812671661377,0.0002917755608169916,5.974460185470595e-05,gm-3
1239,30.24,-141.8,2010-10-23 16:16:00,2010,10,23,0.15,21,1.7200000000000025e-05,g m-2,577445914721910783,581923126070214655,586423976918515711,590927095509549055,5.383315563201904,2.9648450444489052e-05,5.948502908118448e-06,gm-3
1240,30.65,-140.61,2010-10-23 16:22:00,2010,10,23,0.15,21,0.0007584000000000003,g m-2,577445914721910783,581923126070214655,586422877406887935,590926133436874751,4.98637580871582,0.0011214288881400533,0.0002244084670736819,gm-3
1241,31.07,-139.4,2010-10-24 16:04:00,2010,10,24,0.15,21,0.0003846000000000001,g m-2,577445914721910783,581923126070214655,586422877406887935,590925995997921279,4.529778480529785,0.0004857611340299253,9.715501327190892e-05,gm-3
1242,31.9,-137.27,2010-10-24 16:16:00,2010,10,24,0.15,21,0.0003952,g m-2,577445914721910783,581923126070214655,586425626185957375,590929157093851135,3.1152169704437256,0.0003967328869866106,7.934657739732214e-05,gm-3
1243,32.26,-136.17,2010-10-24 16:22:00,2010,10,24,0.15,21,0.00046480000000000013,g m-2,577445914721910783,581923126070214655,586425626185957375,590929019654897663,2.8672564029693604,0.00046510947252119156,9.302189450423832e-05,gm-3
1244,32.61,-136.98,2010-10-25 16:04:00,2010,10,25,0.15,21,0.001520399999999999,g m-2,577445914721910783,581923126070214655,586425626185957375,590929157093851135,3.9833321571350098,0.001666704130233691,0.0003333408561683656,gm-3
1245,33.36,-134.85,2010-10-25 16:16:00,2010,10,25,0.15,21,0.0007986000000000001,g m-2,577199624117288959,581694427651637247,586196927767379967,590700321236320255,4.865625381469727,0.0011297866866155025,0.0002260209125379525,gm-3
1246,33.74,-133.8,2010-10-25 16:22:00,2010,10,25,0.15,21,5.240000000000016e-05,g m-2,577199624117288959,581694427651637247,586196378011566079,590700458675273727,3.8471591472625732,5.60276218873403e-05,1.1205524510584448e-05,gm-3
1247,34.12,-132.75,2010-10-26 16:04:00,2010,10,26,0.15,21,0.00015599999999999978,g m-2,577199624117288959,581694427651637247,586194178988310527,590699702761029631,4.315879821777344,0.0001850506564578808,3.7010292538854055e-05,gm-3
1248,34.98,-130.94,2010-10-26 16:16:00,2010,10,26,0.15,21,2.000000000000002e-06,g m-2,577199624117288959,581694427651637247,586194178988310527,590697709896204287,2.9223968982696533,2.0020824267497904e-06,4.004164853499581e-07,gm-3
1249,35.34,-129.81,2010-10-26 16:22:00,2010,10,26,0.15,21,1.9800000000000034e-05,g m-2,577199624117288959,581694427651637247,586195278499938303,590698740688355327,2.606358528137207,1.9800884135534645e-05,3.960176827106929e-06,gm-3
1250,35.62,-128.67,2010-10-27 16:04:00,2010,10,27,0.15,21,6.999999999999997e-06,g m-2,577199624117288959,581694427651637247,586195278499938303,590698671968878591,0.7374275922775269,6.999999999999997e-06,1.3999999999999995e-06,gm-3
1251,36.25,-126.71,2010-10-27 16:16:00,2010,10,27,0.15,21,7.999999999999991e-07,g m-2,577199624117288959,581672437419081727,586174387779010559,590677849967427583,2.493290424346924,8.000074499919884e-07,1.600014899983977e-07,gm-3
