,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,ParentEventID,measurementValue,measurementUnit,h0,h1,h2,h3,wind_mag,measurementValue_vol_1m,measurementValue_vol_5m,measurementUnit_vol
235,-37.37,124.82,2011-03-21 12:00:00,2011,3,21,0.15,5,0.0,g m-2,579732898907684863,584227702442033151,588727453778706431,593230915967123455,8.998833656311035,0.0,0.0,gm-3
236,-37.89,127.75,2011-03-22 12:00:00,2011,3,22,0.15,5,0.0,g m-2,579732898907684863,584227702442033151,588730752313589759,593233939624099839,4.854291915893555,0.0,0.0,gm-3
237,-38.57,131.5,2011-03-23 12:00:00,2011,3,23,0.15,5,0.0,g m-2,579732898907684863,584223304395522047,588725804511264767,593228923102298111,8.646923065185547,0.0,0.0,gm-3
238,-38.62,150.42,2011-03-27 12:00:00,2011,3,27,0.15,5,2.491004705231106e-06,g m-2,579838452023951359,584333255558299647,588834656162414591,593337912192401407,3.334031581878662,2.5210302918184367e-06,5.042060583637625e-07,gm-3
239,-39.23,135.14,2011-03-24 12:00:00,2011,3,24,0.15,5,2.3427914110429452e-05,g m-2,579732898907684863,584223304395522047,588725254755450879,593228373346484223,8.826294898986816,0.00010690477219066405,3.389404304114019e-05,gm-3
240,-39.77,-56.75,2013-02-13 12:00:00,2013,2,13,0.15,5,0.0,g m-2,579908820768129023,584381634069921791,588881385406595071,593384916314488831,14.342098236083984,0.0,0.0,gm-3
241,-39.87,138.74,2011-03-25 12:00:00,2011,3,25,0.15,5,0.0,g m-2,580295848861106175,584777458255921151,589278858860036095,593782183609499647,6.89362096786499,0.0,0.0,gm-3
242,-40.54,142.49,2011-03-26 12:00:00,2011,3,26,0.15,5,0.0,g m-2,579838452023951359,584777458255921151,589278309104222207,593781633853685759,5.839462757110596,0.0,0.0,gm-3
243,-44.77,-62.27,2013-02-11 12:00:00,2013,2,11,0.15,5,0.0,g m-2,579908820768129023,584399226255966207,588898977592639487,593402508500533247,9.68685245513916,0.0,0.0,gm-3
244,-49.4,-64.07,2013-02-09 12:00:00,2013,2,9,0.15,5,0.0,g m-2,580401401977372671,584878613325676543,589122178453078015,593884506910359551,11.48007583618164,0.0,0.0,gm-3
245,-62.1,-58.9,2013-01-16 12:00:00,2013,1,16,0.15,5,1.5209790209790196e-06,g m-2,580401401977372671,584891807465209855,589391558801883135,593894814831869951,7.738702297210693,5.710324923905626e-06,1.4349865281459826e-06,gm-3
246,-63.1,-60.0,2013-01-21 12:00:00,2013,1,21,0.15,5,2.8240343347639464e-06,g m-2,580401401977372671,584891807465209855,589391558801883135,593895089709776895,6.756793975830078,8.126452850804412e-06,1.758023704771647e-06,gm-3
247,-64.08,-62.0,2013-01-25 12:00:00,2013,1,25,0.15,5,0.0,g m-2,580401401977372671,584891807465209855,589394857336766463,593898044647276543,7.420557975769043,0.0,0.0,gm-3
248,-64.77,-62.82,2013-01-21 12:00:00,2013,1,21,0.15,5,9.040178571428609e-07,g m-2,580401401977372671,584891807465209855,589394857336766463,593898319525183487,4.635927677154541,1.1813908893289812e-06,2.3629326214095005e-07,gm-3
249,-64.88,-62.85,2013-01-22 12:00:00,2013,1,22,0.15,5,9.672619047619046e-08,g m-2,580401401977372671,584891807465209855,589394857336766463,593898319525183487,5.405515670776367,1.682049140168483e-07,3.3756869994317336e-08,gm-3
250,54.43,-167.96,2006-05-10 12:00:00,2006,5,10,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584116601159679,3.1035573482513428,0.0,0.0,gm-3
251,53.77,-167.35,2006-05-10 12:00:00,2006,5,10,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584391479066623,4.641665458679199,0.0,0.0,gm-3
252,54.9,-167.42,2006-05-11 12:00:00,2006,5,11,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584116601159679,2.865422010421753,0.0,0.0,gm-3
253,54.8,-166.83,2006-05-12 12:00:00,2006,5,12,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584254040113151,2.3676624298095703,0.0,0.0,gm-3
254,54.91,-166.44,2006-05-12 12:00:00,2006,5,12,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584254040113151,2.954026222229004,0.0,0.0,gm-3
255,54.81,-165.86,2006-05-13 12:00:00,2006,5,13,0.15,7,4.9e-06,g m-2,577094071001022463,581580078442348543,586080929290649599,590584254040113151,7.480894565582275,1.7314942630714418e-05,4.153204422876752e-06,gm-3
256,54.82,-164.88,2006-05-14 12:00:00,2006,5,14,0.15,7,0.0,g m-2,577094071001022463,581193050349371391,586080929290649599,590584185320636415,4.716501235961914,0.0,0.0,gm-3
257,55.73,-164.75,2006-05-15 12:00:00,2006,5,15,0.15,7,2.9999999999999997e-06,g m-2,576707042908045311,581193050349371391,585693901197672447,590197225947135999,5.685789585113525,5.832316594353131e-06,1.1765926124436674e-06,gm-3
258,55.42,-162.95,2006-05-16 12:00:00,2006,5,16,0.15,7,6.090000000000007e-05,g m-2,576707042908045311,581193050349371391,585694450953486335,590197981861380095,1.814271092414856,6.090000000000057e-05,1.2180000000000114e-05,gm-3
259,55.76,-162.77,2006-05-16 12:00:00,2006,5,16,0.15,7,4.0000000000000173e-07,g m-2,576707042908045311,581193050349371391,585694450953486335,590197844422426623,3.271859645843506,4.0360536749722314e-07,8.072107349944641e-08,gm-3
260,56.12,-161.61,2006-05-17 12:00:00,2006,5,17,0.15,7,0.0,g m-2,576707042908045311,581193050349371391,585694450953486335,590197844422426623,6.667448043823242,0.0,0.0,gm-3
261,56.46,-161.42,2006-05-17 12:00:00,2006,5,17,0.15,7,0.0,g m-2,576707042908045311,581193050349371391,585692801686044671,590196057716031487,6.874898433685303,0.0,0.0,gm-3
262,57.28,-159.66,2006-09-12 12:00:00,2006,9,12,0.15,7,0.0,g m-2,576707042908045311,581193050349371391,585692801686044671,590195920277078015,6.282405853271484,0.0,0.0,gm-3
263,56.35,-161.8,2006-09-14 12:00:00,2006,9,14,0.15,7,0.0,g m-2,576707042908045311,581193050349371391,585692801686044671,590196057716031487,9.563454627990723,0.0,0.0,gm-3
264,56.0,-161.99,2006-09-14 12:00:00,2006,9,14,0.15,7,5.000000000000001e-07,g m-2,576707042908045311,581193050349371391,585694450953486335,590197844422426623,9.63904094696045,2.5143570322142794e-06,9.59408075215706e-07,gm-3
265,55.42,-162.94,2006-09-15 12:00:00,2006,9,15,0.15,7,0.0,g m-2,576707042908045311,581193050349371391,585694450953486335,590197981861380095,5.123309135437012,0.0,0.0,gm-3
266,55.41,-163.95,2006-09-16 12:00:00,2006,9,16,0.15,7,3.049999999999998e-05,g m-2,576707042908045311,581193050349371391,585694450953486335,590197981861380095,4.784933567047119,4.192993602723334e-05,8.387438525596542e-06,gm-3
267,55.29,-164.33,2006-09-17 12:00:00,2006,9,17,0.15,7,1.1900000000000015e-05,g m-2,576707042908045311,581193050349371391,585694450953486335,590197981861380095,3.363121509552002,1.206311227429085e-05,2.4126224548590065e-06,gm-3
268,54.93,-165.48,2006-09-20 12:00:00,2006,9,20,0.15,7,2.9599999999999906e-05,g m-2,577094071001022463,581580078442348543,586080929290649599,590584185320636415,12.5255126953125,0.00017667608892360165,0.00011111045675719889,gm-3
269,54.47,-166.04,2006-09-21 12:00:00,2006,9,21,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584047881682943,12.092759132385254,0.0,0.0,gm-3
270,54.36,-166.42,2006-09-21 12:00:00,2006,9,21,0.15,7,4.070000000000008e-05,g m-2,577094071001022463,581580078442348543,586080929290649599,590584047881682943,11.910094261169434,0.00023752969623458344,0.000137863889425083,gm-3
271,54.79,-166.83,2006-09-21 12:00:00,2006,9,21,0.15,7,0.0,g m-2,577094071001022463,581580078442348543,586080929290649599,590584254040113151,11.823020935058594,0.0,0.0,gm-3
272,51.02,-132.29,2006-04-12 12:00:00,2006,4,12,0.15,7,0.0,g m-2,576988517884755967,581483321419104255,585985271779033087,590488802686926847,4.191924571990967,0.0,0.0,gm-3
273,51.04,-131.24,2006-04-12 12:00:00,2006,4,12,0.15,7,1.2700000000000004e-05,g m-2,576988517884755967,581483321419104255,585985271779033087,590488802686926847,4.191924571990967,1.4586877193201796e-05,2.9173789345343213e-06,gm-3
274,50.39,-132.25,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,576988517884755967,581483321419104255,585985271779033087,590488527809019903,12.997855186462402,0.0,0.0,gm-3
275,51.04,-130.19,2006-04-12 12:00:00,2006,4,12,0.15,7,7.610000000000002e-05,g m-2,576988517884755967,581294205419126783,585985271779033087,590488665247973375,4.191924571990967,8.74064058584769e-05,1.748130211953243e-05,gm-3
276,50.39,-131.19,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,576988517884755967,581483321419104255,585985271779033087,590488390370066431,12.997855186462402,0.0,0.0,gm-3
277,51.04,-129.12,2006-04-12 12:00:00,2006,4,12,0.15,7,0.00014650000000000034,g m-2,576812596024311807,581294205419126783,585795606023241727,590298862053228543,4.191924571990967,0.0001682659455751234,3.365322944167551e-05,gm-3
278,50.39,-130.13,2006-04-13 12:00:00,2006,4,13,0.15,7,9.999999999999996e-08,g m-2,576988517884755967,581483321419104255,585985271779033087,590488733967450111,12.997855186462402,6.054001287884512e-07,4.014690250584588e-07,gm-3
279,51.05,-128.07,2006-04-11 12:00:00,2006,4,11,0.15,7,0.0,g m-2,576812596024311807,581294205419126783,585795606023241727,590298724614275071,9.399918556213379,0.0,0.0,gm-3
280,50.4,-128.06,2006-04-14 12:00:00,2006,4,14,0.15,7,0.0,g m-2,576812596024311807,581294205419126783,585795606023241727,590298930772705279,9.502340316772461,0.0,0.0,gm-3
281,35.09,-120.78,2006-04-16 12:00:00,2006,4,16,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586201325813891071,590704788002308095,0.9689621925354004,0.0,0.0,gm-3
282,35.02,-120.92,2006-04-16 12:00:00,2006,4,16,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586201325813891071,590704788002308095,0.9689621925354004,0.0,0.0,gm-3
283,34.89,-121.2,2006-04-16 12:00:00,2006,4,16,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,0.9689621925354004,0.0,0.0,gm-3
284,34.72,-121.56,2006-04-16 12:00:00,2006,4,16,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586191430209241087,590694961117134847,3.7396888732910156,0.0,0.0,gm-3
285,34.39,-122.25,2006-04-16 12:00:00,2006,4,16,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586191430209241087,590694961117134847,6.67260217666626,0.0,0.0,gm-3
286,34.05,-122.94,2006-04-15 12:00:00,2006,4,15,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586191430209241087,590694823678181375,10.29721450805664,0.0,0.0,gm-3
287,33.72,-123.64,2006-04-15 12:00:00,2006,4,15,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693105691262975,11.169252395629883,0.0,0.0,gm-3
288,33.39,-124.32,2006-04-15 12:00:00,2006,4,15,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693105691262975,11.11171817779541,0.0,0.0,gm-3
289,34.45,-120.52,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,2.210725784301758,0.0,0.0,gm-3
290,34.32,-120.8,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,2.6583993434906006,0.0,0.0,gm-3
291,34.15,-121.15,2006-04-14 12:00:00,2006,4,14,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,6.7537102699279785,0.0,0.0,gm-3
292,33.82,-121.84,2006-04-14 12:00:00,2006,4,14,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694067763937279,7.1095123291015625,0.0,0.0,gm-3
293,33.48,-122.53,2006-04-14 12:00:00,2006,4,14,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694067763937279,7.422138690948486,0.0,0.0,gm-3
294,33.15,-123.22,2006-04-14 12:00:00,2006,4,14,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693036971786239,7.1250691413879395,0.0,0.0,gm-3
295,32.82,-123.91,2006-04-15 12:00:00,2006,4,15,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590692899532832767,5.4479498863220215,0.0,0.0,gm-3
296,34.28,-120.03,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694136483414015,2.6583993434906006,0.0,0.0,gm-3
297,34.22,-119.42,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586190880453427199,590694136483414015,2.6583993434906006,0.0,0.0,gm-3
298,34.18,-119.51,2006-04-13 12:00:00,2006,4,13,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586190880453427199,590694136483414015,2.6583993434906006,0.0,0.0,gm-3
299,33.88,-120.14,2006-04-12 12:00:00,2006,4,12,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694136483414015,3.4456894397735596,0.0,0.0,gm-3
300,33.74,-120.41,2006-04-12 12:00:00,2006,4,12,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590693999044460543,4.099826812744141,0.0,0.0,gm-3
301,33.58,-120.77,2006-04-12 12:00:00,2006,4,12,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590693999044460543,4.596558094024658,0.0,0.0,gm-3
302,33.25,-121.44,2006-04-12 12:00:00,2006,4,12,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590693999044460543,5.072073936462402,0.0,0.0,gm-3
303,32.92,-122.13,2006-04-11 12:00:00,2006,4,11,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694342641844223,5.5260539054870605,0.0,0.0,gm-3
304,32.58,-122.82,2006-04-11 12:00:00,2006,4,11,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693036971786239,2.387247323989868,0.0,0.0,gm-3
305,32.25,-123.49,2006-04-11 12:00:00,2006,4,11,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693311849693183,1.5581609010696411,0.0,0.0,gm-3
306,31.91,-124.17,2006-04-11 12:00:00,2006,4,11,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590692899532832767,1.1973888874053955,0.0,0.0,gm-3
307,33.89,-118.49,2006-04-08 12:00:00,2006,4,8,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,6.0074357986450195,0.0,0.0,gm-3
308,33.83,-118.63,2006-04-08 12:00:00,2006,4,8,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,6.877649307250977,0.0,0.0,gm-3
309,33.66,-118.97,2006-04-08 12:00:00,2006,4,8,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,6.877649307250977,0.0,0.0,gm-3
310,33.49,-119.32,2006-04-09 12:00:00,2006,4,9,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586190880453427199,590694136483414015,7.893774509429932,0.0,0.0,gm-3
311,33.32,-119.65,2006-04-09 12:00:00,2006,4,9,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694136483414015,7.404021263122559,0.0,0.0,gm-3
312,33.16,-120.01,2006-04-09 12:00:00,2006,4,9,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694411361320959,7.404021263122559,0.0,0.0,gm-3
313,32.99,-120.35,2006-04-09 12:00:00,2006,4,9,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590693999044460543,6.151439189910889,0.0,0.0,gm-3
314,32.66,-121.03,2006-04-09 12:00:00,2006,4,9,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694273922367487,4.832707405090332,0.0,0.0,gm-3
315,32.33,-121.71,2006-04-10 12:00:00,2006,4,10,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694342641844223,8.835254669189453,0.0,0.0,gm-3
316,31.99,-122.4,2006-04-10 12:00:00,2006,4,10,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693311849693183,9.879898071289062,0.0,0.0,gm-3
317,31.66,-123.07,2006-04-10 12:00:00,2006,4,10,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693311849693183,10.365918159484863,0.0,0.0,gm-3
318,31.32,-123.74,2006-04-10 12:00:00,2006,4,10,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586189780941799423,590693174410739711,10.091776847839355,0.0,0.0,gm-3
319,33.48,-117.77,2006-04-08 12:00:00,2006,4,8,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,7.598414897918701,0.0,0.0,gm-3
320,33.42,-117.91,2006-04-08 12:00:00,2006,4,8,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,7.598414897918701,0.0,0.0,gm-3
321,33.25,-118.25,2006-04-07 12:00:00,2006,4,7,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,3.7160298824310303,0.0,0.0,gm-3
322,33.19,-118.39,2006-04-07 12:00:00,2006,4,7,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704238246494207,3.7160298824310303,0.0,0.0,gm-3
323,32.92,-118.93,2006-04-07 12:00:00,2006,4,7,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694411361320959,3.913433313369751,0.0,0.0,gm-3
324,32.65,-119.49,2006-04-07 12:00:00,2006,4,7,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694411361320959,3.5350546836853027,0.0,0.0,gm-3
325,32.42,-119.96,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694411361320959,6.610273361206055,0.0,0.0,gm-3
326,32.08,-120.64,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694273922367487,6.75361967086792,0.0,0.0,gm-3
327,31.75,-121.32,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696404226146303,6.748881816864014,0.0,0.0,gm-3
328,31.42,-121.99,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696404226146303,6.760074615478516,0.0,0.0,gm-3
329,31.08,-122.65,2006-04-05 12:00:00,2006,4,5,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696266787192831,9.028668403625488,0.0,0.0,gm-3
330,30.75,-123.34,2006-04-05 12:00:00,2006,4,5,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696266787192831,8.245896339416504,0.0,0.0,gm-3
331,32.96,-117.31,2006-04-01 12:00:00,2006,4,1,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704169527017471,3.8580923080444336,0.0,0.0,gm-3
332,32.91,-117.4,2006-04-01 12:00:00,2006,4,1,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704169527017471,3.8580923080444336,0.0,0.0,gm-3
333,32.85,-117.53,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586200776058077183,590704169527017471,1.208938479423523,0.0,0.0,gm-3
334,32.68,-117.87,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586200776058077183,590704169527017471,1.208938479423523,0.0,0.0,gm-3
335,32.52,-118.21,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,1.9154188632965088,0.0,0.0,gm-3
336,32.35,-118.56,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,2.0635008811950684,0.0,0.0,gm-3
337,32.18,-118.89,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,2.0635008811950684,0.0,0.0,gm-3
338,32.01,-119.23,2006-04-02 12:00:00,2006,4,2,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243273822011391,1.5735259056091309,0.0,0.0,gm-3
339,31.85,-119.58,2006-04-03 12:00:00,2006,4,3,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586740086511501311,591243273822011391,3.8385112285614014,0.0,0.0,gm-3
340,31.51,-120.23,2006-04-03 12:00:00,2006,4,3,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586740086511501311,591243273822011391,3.459989070892334,0.0,0.0,gm-3
341,31.18,-120.92,2006-04-03 12:00:00,2006,4,3,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696335506669567,3.3984785079956055,0.0,0.0,gm-3
342,30.85,-121.59,2006-04-03 12:00:00,2006,4,3,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696198067716095,3.7851221561431885,0.0,0.0,gm-3
343,30.52,-122.26,2006-04-04 12:00:00,2006,4,4,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696198067716095,4.513049602508545,0.0,0.0,gm-3
344,30.18,-122.92,2006-04-04 12:00:00,2006,4,4,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586193079476682751,590696541665099775,4.164650917053223,0.0,0.0,gm-3
345,32.61,-117.2,2006-04-06 12:00:00,2006,4,6,0.15,7,2.0000000000000002e-07,g m-2,577199624117288959,582239785419014143,586200776058077183,590704169527017471,6.610273361206055,5.485206617453535e-07,1.1685763679952441e-07,gm-3
346,32.55,-117.34,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586200776058077183,590704169527017471,6.610273361206055,0.0,0.0,gm-3
347,32.39,-117.68,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,590704169527017471,6.610273361206055,0.0,0.0,gm-3
348,32.22,-118.02,2006-04-06 12:00:00,2006,4,6,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,6.77326774597168,0.0,0.0,gm-3
349,32.06,-118.36,2006-04-07 12:00:00,2006,4,7,0.15,7,0.0,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,5.006945610046387,0.0,0.0,gm-3
350,31.89,-118.7,2006-04-07 12:00:00,2006,4,7,0.15,7,2.4799999999999986e-05,g m-2,577199624117288959,582239785419014143,586740086511501311,591243411260964863,5.006945610046387,3.695380393996737e-05,7.395257522493519e-06,gm-3
351,31.72,-119.04,2006-04-07 12:00:00,2006,4,7,0.15,7,3.690000000000002e-05,g m-2,577199624117288959,582239785419014143,586740086511501311,591243273822011391,5.700440406799316,7.21559165619201e-05,1.4562017404848532e-05,gm-3
352,35.09,-120.78,2006-07-23 12:00:00,2006,7,23,0.15,7,6.999999999999988e-07,g m-2,577199624117288959,581690029605126143,586201325813891071,590704788002308095,1.972470760345459,7.000000000118918e-07,1.4000000000237835e-07,gm-3
353,35.02,-120.92,2006-07-23 12:00:00,2006,7,23,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586201325813891071,590704788002308095,1.972470760345459,0.0,0.0,gm-3
354,34.89,-121.2,2006-07-23 12:00:00,2006,7,23,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,1.972470760345459,0.0,0.0,gm-3
355,34.72,-121.55,2006-07-23 12:00:00,2006,7,23,0.15,7,3.8e-06,g m-2,577199624117288959,581690029605126143,586191430209241087,590694961117134847,2.2548227310180664,3.8000003946121905e-06,7.600000789224381e-07,gm-3
356,34.38,-122.25,2006-07-23 12:00:00,2006,7,23,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586191430209241087,590694961117134847,1.2122493982315063,0.0,0.0,gm-3
357,34.06,-122.94,2006-07-22 12:00:00,2006,7,22,0.15,7,7.000000000000007e-07,g m-2,577199624117288959,581690029605126143,586191430209241087,590694823678181375,3.739823341369629,7.362182105367528e-07,1.4724364238757516e-07,gm-3
358,33.72,-123.64,2006-07-22 12:00:00,2006,7,22,0.15,7,6.890000000000002e-05,g m-2,577199624117288959,581690029605126143,586189780941799423,590693105691262975,4.038145065307617,7.638744791699001e-05,1.5277492463906717e-05,gm-3
359,33.39,-124.32,2006-07-22 12:00:00,2006,7,22,0.15,7,1.4700000000000008e-05,g m-2,577199624117288959,581690029605126143,586189780941799423,590693105691262975,4.4749274253845215,1.8255709360742882e-05,3.6512088873479726e-06,gm-3
360,34.45,-120.53,2006-07-20 12:00:00,2006,7,20,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,2.8952815532684326,0.0,0.0,gm-3
361,34.32,-120.8,2006-07-20 12:00:00,2006,7,20,0.15,7,1.1000000000000015e-06,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,3.979886293411255,1.205023338508177e-06,2.410046884649737e-07,gm-3
362,34.15,-121.15,2006-07-20 12:00:00,2006,7,20,0.15,7,1.999999999999999e-07,g m-2,577199624117288959,581690029605126143,586190880453427199,590694205202890751,3.979886293411255,2.1909515245603178e-07,4.381903426635878e-08,gm-3
363,33.82,-121.84,2006-07-21 12:00:00,2006,7,21,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694067763937279,3.810263156890869,0.0,0.0,gm-3
364,33.48,-122.53,2006-07-21 12:00:00,2006,7,21,0.15,7,8.000000000000005e-07,g m-2,577199624117288959,581690029605126143,586190880453427199,590694067763937279,4.503725051879883,1.0022884882222535e-06,2.0046236232723903e-07,gm-3
365,33.15,-123.22,2006-07-21 12:00:00,2006,7,21,0.15,7,5.3400000000000024e-05,g m-2,577199624117288959,581690029605126143,586189780941799423,590693036971786239,5.087075233459473,8.20139432568472e-05,1.6417629455595996e-05,gm-3
366,32.82,-123.91,2006-07-22 12:00:00,2006,7,22,0.15,7,2.0000000000000007e-07,g m-2,577199624117288959,581690029605126143,586189780941799423,590692899532832767,3.8679709434509277,2.1460021446370905e-07,4.2920043602082216e-08,gm-3
367,34.28,-120.03,2006-07-20 12:00:00,2006,7,20,0.15,7,0.0,g m-2,577199624117288959,581690029605126143,586190880453427199,590694136483414015,3.979886293411255,0.0,0.0,gm-3
368,34.22,-119.41,2006-07-20 12:00:00,2006,7,20,0.15,7,0.0,g m-2,577199624117288959,581698825698148351,586190880453427199,590694136483414015,3.979886293411255,0.0,0.0,gm-3
369,34.18,-119.51,2006-07-19 12:00:00,2006,7,19,0.15,7,3.400000000000001e-06,g m-2,577199624117288959,581698825698148351,586190880453427199,590694136483414015,6.314820289611816,8.411092824028172e-06,1.747618190168959e-06,gm-3
370,33.88,-120.13,2006-07-19 12:00:00,2006,7,19,0.15,7,1.900000000000001e-06,g m-2,577199624117288959,581690029605126143,586190880453427199,590694136483414015,6.833822250366211,5.6024633472107175e-06,1.2227628721087977e-06,gm-3
371,33.74,-120.41,2006-07-19 12:00:00,2006,7,19,0.15,7,7.999999999999991e-07,g m-2,577199624117288959,581690029605126143,586190880453427199,590693999044460543,7.222618103027344,2.6433534820122024e-06,6.080748683195928e-07,gm-3
