,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,Volume,ParentEventID,h0,h1,h2,h3,measurementValue_vol_0.00050m_0.00150m,measurementValue_vol_0.00050m_0.00150m_detlim.,measurementValue_vol_0.00150m_0.00500m,measurementValue_vol_0.00150m_0.00500m_detlim.,measurementValue_vol_0.00500m_0.01500m,measurementValue_vol_0.00500m_0.01500m_detlim.,measurementValue_vol_0.01500m_0.05000m,measurementValue_vol_0.01500m_0.05000m_detlim.,measurementValue_vol_0.00050m_0.05000m_detlim,measurementValue_vol_0.00050m_0.05000m_nodetlim,measurementUnit_vol
26,30.5572,-145.043,2018-11-15,2018,11,15,296.16025,2906.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,0.00034411562284927734,1,0.00034411562284927734,1,0.00034411562284927734,1,0.00034411562284927734,1,0.0013764624913971094,0.0,nm-3
27,30.5572,-145.043,2018-11-15,2018,11,15,166.77093,2636.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,0.0011380880121396055,0,0.00037936267071320183,1,0.00037936267071320183,1,0.00037936267071320183,1,0.002276176024279211,0.0011380880121396055,nm-3
28,30.5572,-145.043,2018-11-15,2018,11,15,108.64353,2805.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,0.0010695187165775401,0,0.00035650623885918,0,0.00035650623885918,1,0.00035650623885918,1,0.0021390374331550803,0.00142602495543672,nm-3
29,30.5572,-145.043,2018-11-15,2018,11,15,28.30881,2740.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,0.008759124087591242,0,0.00291970802919708,0,0.000364963503649635,0,0.000364963503649635,1,0.012408759124087593,0.012043795620437957,nm-3
30,30.778900000000004,-133.3989,2018-01-12,2018,1,12,1749.1743,4521.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.00022119000221190003,0,0.00022119000221190003,1,0.00022119000221190003,1,0.00022119000221190003,1,0.0008847600088476001,0.00022119000221190003,nm-3
31,30.778900000000004,-133.3989,2018-01-12,2018,1,12,1328.56161,2605.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.00038387715930902113,1,0.00038387715930902113,1,0.00038387715930902113,1,0.00038387715930902113,1,0.0015355086372360845,0.0,nm-3
32,30.778900000000004,-133.3989,2018-01-12,2018,1,12,877.13401,4120.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.0004854368932038835,0,0.0004854368932038835,0,0.00024271844660194174,1,0.00024271844660194174,1,0.0014563106796116503,0.000970873786407767,nm-3
33,30.778900000000004,-133.3989,2018-01-12,2018,1,12,356.09339,2310.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.0004329004329004329,0,0.0004329004329004329,1,0.0004329004329004329,1,0.0004329004329004329,1,0.0017316017316017316,0.0004329004329004329,nm-3
34,30.778900000000004,-133.3989,2018-01-12,2018,1,12,236.93268,2463.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.0004060089321965083,1,0.0004060089321965083,1,0.0004060089321965083,1,0.0004060089321965083,1,0.0016240357287860333,0.0,nm-3
35,30.778900000000004,-133.3989,2018-01-12,2018,1,12,178.32151,2348.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.00042589437819420784,1,0.00042589437819420784,0,0.00042589437819420784,1,0.00042589437819420784,1,0.0017035775127768314,0.00042589437819420784,nm-3
36,30.778900000000004,-133.3989,2018-01-12,2018,1,12,105.69668,2370.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.0012658227848101266,0,0.0008438818565400844,0,0.0004219409282700422,1,0.0004219409282700422,1,0.002953586497890296,0.0021097046413502112,nm-3
37,30.778900000000004,-133.3989,2018-01-12,2018,1,12,26.54934,2285.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,0.00437636761487965,0,0.000437636761487965,0,0.000437636761487965,1,0.000437636761487965,1,0.005689277899343544,0.004814004376367614,nm-3
38,31.525533333333332,-123.31,2018-04-12,2018,4,12,1764.50623,4020.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0002487562189054726,1,0.0002487562189054726,1,0.0002487562189054726,1,0.0002487562189054726,1,0.0009950248756218905,0.0,nm-3
39,31.525533333333332,-123.31,2018-04-12,2018,4,12,873.44613,3789.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0002639218791237794,1,0.0002639218791237794,1,0.0002639218791237794,1,0.0002639218791237794,1,0.0010556875164951175,0.0,nm-3
40,31.525533333333332,-123.31,2018-04-12,2018,4,12,384.80303,2116.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0004725897920604915,1,0.0004725897920604915,1,0.0004725897920604915,1,0.0004725897920604915,1,0.001890359168241966,0.0,nm-3
41,31.525533333333332,-123.31,2018-04-12,2018,4,12,242.82948,1874.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0005336179295624333,1,0.0005336179295624333,1,0.0005336179295624333,1,0.0005336179295624333,1,0.0021344717182497333,0.0,nm-3
42,31.525533333333332,-123.31,2018-04-12,2018,4,12,165.59934,1987.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0005032712632108706,1,0.0005032712632108706,1,0.0005032712632108706,1,0.0005032712632108706,1,0.0020130850528434826,0.0,nm-3
43,31.525533333333332,-123.31,2018-04-12,2018,4,12,92.23493,1911.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0005232862375719519,1,0.0005232862375719519,1,0.0005232862375719519,1,0.0005232862375719519,1,0.0020931449502878076,0.0,nm-3
44,31.525533333333332,-123.31,2018-04-12,2018,4,12,29.86667,2458.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,0.0012205044751830757,0,0.0004068348250610252,1,0.0004068348250610252,1,0.0004068348250610252,1,0.0024410089503661514,0.0012205044751830757,nm-3
0,25.1401,-151.9014,2018-01-11,2018,1,11,1179.64264,5039.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,5.457432030164794e-08,1,4.365945624131732e-07,1,7.392339749950344e-07,1,,1,1.2304028577098555e-06,0.0,gm-3
1,25.1401,-151.9014,2018-01-11,2018,1,11,536.90909,1955.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,1.4066496163683067e-07,1,1.1253196930946189e-06,1,1.9053708439897589e-06,1,,1,3.1713554987212087e-06,0.0,gm-3
2,25.1401,-151.9014,2018-01-11,2018,1,11,280.68938,2420.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,1.1363636363636528e-07,1,9.090909090909007e-07,0,1.5392561983470986e-06,1,,1,2.5619834710743645e-06,9.090909090909007e-07,gm-3
3,25.1401,-151.9014,2018-01-11,2018,1,11,146.0846,2429.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,1.132153149444232e-07,1,9.057225195553643e-07,1,1.5335529024289744e-06,1,,1,2.552490736928762e-06,0.0,gm-3
4,25.1401,-151.9014,2018-01-11,2018,1,11,68.15891,2709.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,1.0151347360649833e-07,1,8.121077888519675e-07,1,1.3750461424879952e-06,1,,1,2.2886674049464608e-06,0.0,gm-3
