,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,ParentEventID,measurementValue,measurementUnit,l_min,l_max,h0,h1,h2,h3,measurementValue_vol_1m,measurementValue_vol_5m,measurementUnit_vol
737,6.506,92.351,2013-01-06,2013,1,6,0,Eriksen2014,0.000115,n m-2,0.2,inf,578255155279953919,582732366628257791,587235416499814399,591738809968754687,0.000115,2.3e-05,n m-3
738,6.497,92.275,2013-01-06,2013,1,6,0,Eriksen2014,0.000296,n m-2,0.2,inf,578255155279953919,582732366628257791,587235416499814399,591738809968754687,0.000296,5.9199999999999996e-05,n m-3
741,-32.8627,-72.722,2012-11-20,2012,11,20,0,Eriksen2014,1.4099999999999999e-05,n m-2,0.2,inf,579627345791418367,584113353232744447,588616403104301055,593119590414811135,1.4099999999999999e-05,2.8199999999999997e-06,n m-3
751,-30.8015,-90.898,2012-11-23,2012,11,23,0,Eriksen2014,2e-06,n m-2,0.2,inf,579697714535596031,584170527837388799,588673577708945407,593176833738932223,2e-06,4e-07,n m-3
752,-30.0226,-94.4413,2012-11-24,2012,11,24,0,Eriksen2014,2.0000000000000002e-07,n m-2,0.2,inf,579697714535596031,584170527837388799,588672478197317631,593173672643002367,2.0000000000000002e-07,4e-08,n m-3
754,-29.4875,-96.5755,2012-11-24,2012,11,24,0,Eriksen2014,2e-06,n m-2,0.2,inf,579697714535596031,584170527837388799,588673027953131519,593176558861025279,2e-06,4e-07,n m-3
755,-28.5743,-99.8404,2012-11-25,2012,11,25,0,Eriksen2014,3.78e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588693918674059263,593197449581953023,3.78e-05,7.56e-06,n m-3
756,-28.1803,-101.0936,2012-11-25,2012,11,25,0,Eriksen2014,3.57e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588693918674059263,593197037265092607,3.57e-05,7.14e-06,n m-3
757,-27.8516,-102.1355,2012-11-25,2012,11,25,0,Eriksen2014,1.34e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588693918674059263,593196075192418303,1.34e-05,2.68e-06,n m-3
758,-26.484,-105.4256,2012-11-29,2012,11,29,0,Eriksen2014,2.11e-05,n m-2,0.2,inf,579697714535596031,584073770814144511,588574621662445567,593078015131385855,2.11e-05,4.22e-06,n m-3
759,-26.6293,-106.5247,2012-11-29,2012,11,29,0,Eriksen2014,6.5e-06,n m-2,0.2,inf,579592161419329535,584073770814144511,588576820685701119,593080145435164671,6.5e-06,1.2999999999999998e-06,n m-3
760,-27.4284,-108.8627,2012-04-12,2012,4,12,0,Eriksen2014,2.37e-05,n m-2,0.2,inf,579592161419329535,584073770814144511,588576820685701119,593078977204060159,2.37e-05,4.74e-06,n m-3
761,-27.6904,-107.9983,2012-04-12,2012,4,12,0,Eriksen2014,1.7199999999999998e-05,n m-2,0.2,inf,579592161419329535,584073770814144511,588576820685701119,593080282874118143,1.7199999999999998e-05,3.4399999999999997e-06,n m-3
762,-28.7147,-104.5978,2012-05-12,2012,5,12,0,Eriksen2014,1.43e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588692819162431487,593196212631371775,1.43e-05,2.86e-06,n m-3
763,-29.0015,-103.5481,2012-05-12,2012,5,12,0,Eriksen2014,3.1e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588692819162431487,593196350070325247,3.1e-05,6.2e-06,n m-3
764,-29.1871,-102.8011,2012-05-12,2012,5,12,0,Eriksen2014,3.6200000000000006e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588692269406617599,593196350070325247,3.6200000000000006e-05,7.240000000000001e-06,n m-3
765,-30.0421,-99.3412,2012-06-12,2012,6,12,0,Eriksen2014,1.0300000000000001e-05,n m-2,0.2,inf,579697714535596031,584192518069944319,588693368918245375,593196556228755455,1.0300000000000001e-05,2.06e-06,n m-3
766,-30.3117,-98.1671,2012-06-12,2012,6,12,0,Eriksen2014,2.8e-06,n m-2,0.2,inf,579697714535596031,584192518069944319,588693368918245375,593196624948232191,2.8e-06,5.599999999999999e-07,n m-3
767,-30.4833,-97.2965,2012-06-12,2012,6,12,0,Eriksen2014,1.4099999999999999e-05,n m-2,0.2,inf,579697714535596031,584170527837388799,588693368918245375,593196624948232191,1.4099999999999999e-05,2.8199999999999997e-06,n m-3
769,-31.3323,-92.9653,2012-07-12,2012,7,12,0,Eriksen2014,7e-06,n m-2,0.2,inf,579697714535596031,584170527837388799,588673577708945407,593177039897362431,7e-06,1.4e-06,n m-3
770,-31.4549,-92.1651,2012-07-12,2012,7,12,0,Eriksen2014,3e-07,n m-2,0.2,inf,579697714535596031,584170527837388799,588673577708945407,593176696299978751,3e-07,6e-08,n m-3
779,-33.0137,-72.0418,2012-11-12,2012,11,12,0,Eriksen2014,2e-06,n m-2,0.2,inf,579627345791418367,584113353232744447,588613104569417727,593116498038358015,2e-06,4e-07,n m-3
1031,-39.6825,143.0513,2011-08-14,2011,8,14,0,Eriksen2014,4.761904762e-06,n m-2,0.2,inf,579838452023951359,584315663372255231,589278309104222207,593781565134209023,4.761904762e-06,9.523809524e-07,n m-3
1032,-36.11239,136.37078,2011-08-16,2011,8,16,0,Eriksen2014,2.793296089e-06,n m-2,0.2,inf,579732898907684863,584223304395522047,588723055732195327,593227617432240127,2.793296089e-06,5.586592178e-07,n m-3
1034,-35.16579,128.73051,2011-08-18,2011,8,18,0,Eriksen2014,2.617801047e-06,n m-2,0.2,inf,579732898907684863,584227702442033151,588728553290334207,593231946759274495,2.617801047e-06,5.235602094e-07,n m-3
1035,-34.84715,124.57503,2011-08-19,2011,8,19,0,Eriksen2014,2.631578947e-06,n m-2,0.2,inf,579732898907684863,584227702442033151,588729103046148095,593232565234565119,2.631578947e-06,5.263157894e-07,n m-3
1037,-35.08045,119.67864,2011-08-20,2011,8,20,0,Eriksen2014,9.56937799e-06,n m-2,0.2,inf,580014373884395519,584513575465254911,589016625336811519,593520087525228543,9.56937799e-06,1.9138755980000002e-06,n m-3
1038,-35.40674,116.33919,2011-08-21,2011,8,21,0,Eriksen2014,2.9411764709999998e-06,n m-2,0.2,inf,580014373884395519,584513575465254911,589013326801928191,593516445392961535,2.9411764709999998e-06,5.882352942e-07,n m-3
1041,-17.60089,177.43507,2012-07-06,2012,7,6,0,Eriksen2014,6.818181817999999e-05,n m-2,0.2,inf,579205133326352383,583699936860700671,588200237953187839,592705761725906943,6.818181817999999e-05,1.3636363635999999e-05,n m-3
1042,-17.9528,177.16267,2012-07-06,2012,7,6,0,Eriksen2014,2.6923076919999998e-05,n m-2,0.2,inf,579205133326352383,583699936860700671,588202436976443391,592705761725906943,2.6923076919999998e-05,5.384615384e-06,n m-3
1043,-18.24831,176.84593,2012-07-06,2012,7,6,0,Eriksen2014,7.894736842e-06,n m-2,0.2,inf,579275502070530047,583699936860700671,588202436976443391,592705761725906943,7.894736842e-06,1.5789473684e-06,n m-3
1054,42.9768,6.5611,2008-05-20,2008,5,20,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1057,43.1783,7.0104,2008-05-20,2008,5,20,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1058,43.2166,7.0478,2008-05-20,2008,5,20,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1063,43.3928,7.1651,2008-05-20,2008,5,20,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1064,43.4076,7.0842,2008-05-20,2008,5,20,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,7.858546169e-06,1.5717092338e-06,n m-3
1068,43.3758,7.0368,2008-05-21,2008,5,21,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1069,43.3738,7.0925,2008-05-21,2008,5,21,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1070,43.3722,7.1514,2008-05-21,2008,5,21,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,7.858546169e-06,1.5717092338e-06,n m-3
1072,43.3742,7.2676,2008-05-21,2008,5,21,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1073,43.3768,7.3375,2008-05-21,2008,5,21,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1074,43.3649,7.3069,2008-05-21,2008,5,21,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1075,43.3479,7.2387,2008-05-21,2008,5,21,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1077,43.3137,7.1019,2008-05-21,2008,5,21,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1079,43.3027,6.9248,2008-05-21,2008,5,21,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1086,43.504,7.4613,2008-05-22,2008,5,22,0,Eriksen2014,2.554027505e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,2.554027505e-05,5.10805501e-06,n m-3
1088,43.461,7.1332,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1089,43.4386,7.1908,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1090,43.4162,7.2492,2008-05-23,2008,5,23,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1091,43.3958,7.305,2008-05-23,2008,5,23,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1092,43.3766,7.36,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1094,43.3265,7.4256,2008-05-23,2008,5,23,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1095,43.305,7.376,2008-05-23,2008,5,23,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,7.858546169e-06,1.5717092338e-06,n m-3
1096,43.2652,7.3481,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,1.964636542e-05,3.929273084e-06,n m-3
1097,43.2194,7.368,2008-05-23,2008,5,23,0,Eriksen2014,1.178781925e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,1.178781925e-05,2.35756385e-06,n m-3
1098,43.1742,7.3873,2008-05-23,2008,5,23,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1099,43.1289,7.4073,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1101,43.0392,7.4493,2008-05-23,2008,5,23,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,5.893909627e-06,1.1787819253999999e-06,n m-3
1102,42.9986,7.4472,2008-05-23,2008,5,23,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,3.929273084e-06,7.858546168e-07,n m-3
1103,42.9712,7.3914,2008-05-23,2008,5,23,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1105,42.9062,7.1523,2008-05-23,2008,5,23,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590511892431110143,5.893909627e-06,1.1787819253999999e-06,n m-3
1106,42.9132,7.0773,2008-05-23,2008,5,23,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1111,42.954,6.6971,2008-05-23,2008,5,23,0,Eriksen2014,1.37524558e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.37524558e-05,2.7504911600000003e-06,n m-3
1115,42.8727,6.3134,2008-05-30,2008,5,30,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,7.858546169e-06,1.5717092338e-06,n m-3
1116,42.8299,6.3317,2008-05-30,2008,5,30,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,5.893909627e-06,1.1787819253999999e-06,n m-3
1117,42.7873,6.3521,2008-05-30,2008,5,30,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1119,42.7113,6.3663,2008-05-30,2008,5,30,0,Eriksen2014,1.37524558e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.37524558e-05,2.7504911600000003e-06,n m-3
1121,42.7204,6.2448,2008-05-30,2008,5,30,0,Eriksen2014,9.823182711e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,9.823182711e-06,1.9646365422e-06,n m-3
1122,42.7137,6.1843,2008-05-30,2008,5,30,0,Eriksen2014,2.357563851e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,2.357563851e-05,4.715127702e-06,n m-3
1123,42.7053,6.1234,2008-05-30,2008,5,30,0,Eriksen2014,1.964636542e-05,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981727493554175,1.964636542e-05,3.929273084e-06,n m-3
1124,42.7066,6.0727,2008-05-30,2008,5,30,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981727493554175,5.893909627e-06,1.1787819253999999e-06,n m-3
1126,42.7324,6.0058,2008-05-30,2008,5,30,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1129,42.7922,5.6725,2008-05-30,2008,5,30,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981521335123967,3.929273084e-06,7.858546168e-07,n m-3
1130,42.7786,5.6068,2008-05-30,2008,5,30,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981521335123967,3.929273084e-06,7.858546168e-07,n m-3
1133,42.8405,5.4115,2008-05-31,2008,5,31,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981521335123967,1.964636542e-06,3.929273084e-07,n m-3
1134,42.845,5.3446,2008-05-31,2008,5,31,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981521335123967,1.964636542e-06,3.929273084e-07,n m-3
1135,42.8498,5.2777,2008-05-31,2008,5,31,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577481099093999615,581975902628347903,586478402744090623,590981521335123967,3.929273084e-06,7.858546168e-07,n m-3
1139,42.6823,6.6507,2008-02-06,2008,2,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,5.893909627e-06,1.1787819253999999e-06,n m-3
1140,42.6429,6.6922,2008-02-06,2008,2,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,5.893909627e-06,1.1787819253999999e-06,n m-3
1141,42.6037,6.7353,2008-02-06,2008,2,6,0,Eriksen2014,9.823182711e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,9.823182711e-06,1.9646365422e-06,n m-3
1142,42.5619,6.7852,2008-02-06,2008,2,6,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,7.858546169e-06,1.5717092338e-06,n m-3
1143,42.5213,6.8333,2008-02-06,2008,2,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,3.929273084e-06,7.858546168e-07,n m-3
1146,42.3966,6.9111,2008-02-06,2008,2,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,3.929273084e-06,7.858546168e-07,n m-3
1147,42.3662,6.9605,2008-02-06,2008,2,6,0,Eriksen2014,1.7681728880000002e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590511892431110143,1.7681728880000002e-05,3.5363457760000004e-06,n m-3
1148,42.3355,7.0105,2008-02-06,2008,2,6,0,Eriksen2014,1.964636542e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590511892431110143,1.964636542e-05,3.929273084e-06,n m-3
1150,42.4042,7.0723,2008-02-06,2008,2,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1151,42.4532,7.088,2008-02-06,2008,2,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,3.929273084e-06,7.858546168e-07,n m-3
1153,42.5102,7.1122,2008-02-06,2008,2,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,3.929273084e-06,7.858546168e-07,n m-3
1154,42.563,7.13,2008-02-06,2008,2,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1161,43.357,7.3208,2008-03-06,2008,3,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1162,43.3905,7.3559,2008-03-06,2008,3,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1163,43.4246,7.3911,2008-03-06,2008,3,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1164,43.4596,7.427,2008-03-06,2008,3,6,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,7.858546169e-06,1.5717092338e-06,n m-3
1165,43.4948,7.4633,2008-03-06,2008,3,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590981590054600703,5.893909627e-06,1.1787819253999999e-06,n m-3
1167,43.5649,7.5454,2008-03-06,2008,3,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,1.964636542e-06,3.929273084e-07,n m-3
1168,43.5359,7.5852,2008-03-06,2008,3,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,1.964636542e-06,3.929273084e-07,n m-3
1169,43.5018,7.6253,2008-03-06,2008,3,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,1.964636542e-06,3.929273084e-07,n m-3
1171,43.4688,7.6655,2008-03-06,2008,3,6,0,Eriksen2014,2.161100196e-05,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,2.161100196e-05,4.322200392e-06,n m-3
1172,43.4375,7.7083,2008-03-06,2008,3,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,5.893909627e-06,1.1787819253999999e-06,n m-3
1173,43.4065,7.7559,2008-03-06,2008,3,6,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,7.858546169e-06,1.5717092338e-06,n m-3
1174,43.3838,7.7373,2008-03-06,2008,3,6,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,7.858546169e-06,1.5717092338e-06,n m-3
1178,43.3358,7.8405,2008-04-06,2008,4,6,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,5.893909627e-06,1.1787819253999999e-06,n m-3
1179,43.3525,7.7999,2008-04-06,2008,4,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,3.929273084e-06,7.858546168e-07,n m-3
1181,43.3685,7.7312,2008-04-06,2008,4,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581505311651659775,586008361523216383,590511754992156671,1.964636542e-06,3.929273084e-07,n m-3
1185,43.1615,7.1207,2008-05-06,2008,5,6,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1188,43.0845,6.8889,2008-05-06,2008,5,6,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,1.964636542e-06,3.929273084e-07,n m-3
1191,42.9199,6.4251,2008-08-18,2008,8,18,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981590054600703,3.929273084e-06,7.858546168e-07,n m-3
1192,42.884,6.4619,2008-08-18,2008,8,18,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1193,42.85,6.4991,2008-08-18,2008,8,18,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1195,42.7762,6.5795,2008-08-18,2008,8,18,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,3.929273084e-06,7.858546168e-07,n m-3
1196,42.7375,6.6205,2008-08-18,2008,8,18,0,Eriksen2014,1.178781925e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.178781925e-05,2.35756385e-06,n m-3
1198,42.6849,6.67,2008-08-18,2008,8,18,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1199,42.6479,6.7141,2008-08-18,2008,8,18,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,1.964636542e-06,3.929273084e-07,n m-3
1200,42.6082,6.7565,2008-08-18,2008,8,18,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,5.893909627e-06,1.1787819253999999e-06,n m-3
1201,42.5664,6.8016,2008-08-18,2008,8,18,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,7.858546169e-06,1.5717092338e-06,n m-3
1202,42.5223,6.8477,2008-08-18,2008,8,18,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590981727493554175,3.929273084e-06,7.858546168e-07,n m-3
1205,42.3846,6.98,2008-08-18,2008,8,18,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586478402744090623,590511892431110143,3.929273084e-06,7.858546168e-07,n m-3
1210,42.3368,7.2854,2008-08-19,2008,8,19,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1211,42.3713,7.3383,2008-08-19,2008,8,19,0,Eriksen2014,3.929273084e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,3.929273084e-06,7.858546168e-07,n m-3
1214,42.4691,7.4467,2008-08-19,2008,8,19,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1215,42.5158,7.466,2008-08-19,2008,8,19,0,Eriksen2014,5.893909627e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,5.893909627e-06,1.1787819253999999e-06,n m-3
1217,42.603,7.4931,2008-08-19,2008,8,19,0,Eriksen2014,7.858546169e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,7.858546169e-06,1.5717092338e-06,n m-3
1218,42.6372,7.4498,2008-08-19,2008,8,19,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1220,42.6754,7.3863,2008-08-19,2008,8,19,0,Eriksen2014,1.178781925e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.178781925e-05,2.35756385e-06,n m-3
1222,42.7436,7.2917,2008-08-19,2008,8,19,0,Eriksen2014,9.823182711e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,9.823182711e-06,1.9646365422e-06,n m-3
1223,42.7804,7.241,2008-08-19,2008,8,19,0,Eriksen2014,1.964636542e-06,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.964636542e-06,3.929273084e-07,n m-3
1224,42.8148,7.1937,2008-08-19,2008,8,19,0,Eriksen2014,1.178781925e-05,n m-2,0.2,inf,577023702256844799,581975902628347903,586008361523216383,590511892431110143,1.178781925e-05,2.35756385e-06,n m-3
