,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,ParentEventID,measurementValue,measurementUnit,l_min,l_max,h0,h1,h2,h3,measurementValue_vol_1m,measurementValue_vol_5m,measurementUnit_vol
565,33.5167,-154.8833,2010-07-08,2010,7,8,0,Eriksen2014,1.3949999999999999e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948673425244159,1.3949999999999999e-05,2.7899999999999995e-06,n m-3
566,35.2167,-153.2667,2010-08-08,2010,8,8,0,Eriksen2014,7.594e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948879583674367,7.594e-05,1.5188e-05,n m-3
567,35.2167,-153.2667,2010-08-08,2010,8,8,0,Eriksen2014,3.254e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948879583674367,3.254e-05,6.507999999999999e-06,n m-3
568,36.1,-151.7833,2010-09-08,2010,9,8,0,Eriksen2014,0.00013172,n m-2,0.2,inf,577445914721910783,581945116302770175,586421777895260159,590925308803153919,0.00013172,2.6343999999999997e-05,n m-3
569,32.3333,-155.9333,2010-09-08,2010,9,8,0,Eriksen2014,5.04e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586446516906885119,590949841656348671,5.04e-06,1.008e-06,n m-3
570,31.6,-157.4333,2010-06-08,2010,6,8,0,Eriksen2014,3.109e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590933967457222655,3.109e-05,6.2180000000000004e-06,n m-3
571,36.2167,-151.5,2010-09-08,2010,9,8,0,Eriksen2014,4.452e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586421777895260159,590925308803153919,4.452e-05,8.904e-06,n m-3
572,37.1833,-148.6,2010-10-08,2010,10,8,0,Eriksen2014,3.08e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590924209291526143,3.08e-05,6.16e-06,n m-3
575,29.65,-156.0833,2010-08-01,2010,8,1,0,Eriksen2014,5.88e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590930806361292799,5.88e-06,1.1759999999999998e-06,n m-3
576,29.65,-156.0833,2010-01-08,2010,1,8,0,Eriksen2014,1.764e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590930806361292799,1.764e-05,3.528e-06,n m-3
577,33.9,-155.0833,2010-03-08,2010,3,8,0,Eriksen2014,4.58e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948673425244159,4.58e-06,9.16e-07,n m-3
578,33.9,-155.0833,2010-03-08,2010,3,8,0,Eriksen2014,9.16e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948673425244159,9.16e-06,1.832e-06,n m-3
579,35.45,-154.5167,2010-04-08,2010,4,8,0,Eriksen2014,6.24e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948810864197631,6.24e-06,1.2480000000000002e-06,n m-3
580,37.7333,-150.95,2010-06-08,2010,6,8,0,Eriksen2014,4.05e-06,n m-2,0.2,inf,577445914721910783,581936320209747967,586437720813862911,590940976843849727,4.05e-06,8.100000000000001e-07,n m-3
581,41.4333,-145.0333,2010-09-08,2010,9,8,0,Eriksen2014,5.8099999999999994e-06,n m-2,0.2,inf,577445914721910783,581936320209747967,586438820325490687,590942007636000767,5.8099999999999994e-06,1.1619999999999998e-06,n m-3
583,26.3833,-156.9333,2010-07-27,2010,7,27,0,Eriksen2014,2.934e-05,n m-2,0.2,inf,577727389698621439,581927524116725759,586428374965026815,590931699714490367,2.934e-05,5.868e-06,n m-3
584,27.8833,-155.5167,2010-07-28,2010,7,28,0,Eriksen2014,2.894e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586427275453399039,590930531483385855,2.894e-05,5.788e-06,n m-3
585,29.55,-153.5667,2010-07-29,2010,7,29,0,Eriksen2014,1.348e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586427275453399039,590930737641816063,1.348e-05,2.696e-06,n m-3
586,31.1167,-151.3333,2010-07-30,2010,7,30,0,Eriksen2014,1.223e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933417701408767,1.223e-05,2.446e-06,n m-3
587,32.7,-149.7333,2010-07-31,2010,7,31,0,Eriksen2014,2.83e-06,n m-2,0.2,inf,577445914721910783,581918728023703551,586419578872004607,590922766182514687,2.83e-06,5.66e-07,n m-3
589,37.6333,-146.0167,2010-03-08,2010,3,8,0,Eriksen2014,7e-07,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590924140572049407,7e-07,1.3999999999999998e-07,n m-3
590,37.8667,-143.3333,2010-04-08,2010,4,8,0,Eriksen2014,1.8600000000000002e-06,n m-2,0.2,inf,577445914721910783,581940718256259071,586441569104560127,590945031292977151,1.8600000000000002e-06,3.7200000000000005e-07,n m-3
591,38.0833,-141.0167,2010-05-08,2010,5,8,0,Eriksen2014,1.44e-06,n m-2,0.2,inf,577445914721910783,581940718256259071,586440469592932351,590943588183965695,1.44e-06,2.88e-07,n m-3
592,38.1667,-137.6833,2010-06-08,2010,6,8,0,Eriksen2014,1.0470000000000001e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586443218372001791,590946474401988607,1.0470000000000001e-05,2.094e-06,n m-3
594,38.15,-132.2,2010-08-08,2010,8,8,0,Eriksen2014,5.4e-07,n m-2,0.2,inf,577199624117288959,581694427651637247,586195828255752191,590698946846785535,5.4e-07,1.08e-07,n m-3
597,26.1167,-153.3167,2010-07-29,2010,7,29,0,Eriksen2014,3.043e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586428924720840703,590932112031350783,3.043e-05,6.086e-06,n m-3
598,27.8333,-151.3333,2010-07-30,2010,7,30,0,Eriksen2014,4.79e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586427825209212927,590931287397629951,4.79e-06,9.58e-07,n m-3
599,29.9667,-149.95,2010-07-31,2010,7,31,0,Eriksen2014,1.955e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933211542978559,1.955e-05,3.91e-06,n m-3
601,34.7167,-147.7333,2010-08-08,2010,8,8,0,Eriksen2014,4.43e-06,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921872829317119,4.43e-06,8.86e-07,n m-3
602,36.4,-146.3667,2010-03-08,2010,3,8,0,Eriksen2014,8.949999999999999e-06,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590923865694142463,8.949999999999999e-06,1.7899999999999998e-06,n m-3
603,36.7167,-143.9167,2010-04-08,2010,4,8,0,Eriksen2014,8.47e-06,n m-2,0.2,inf,577445914721910783,581940718256259071,586441569104560127,590944893854023679,8.47e-06,1.694e-06,n m-3
607,36.55,-148.9833,2010-02-08,2010,2,8,0,Eriksen2014,0.00010233,n m-2,0.2,inf,577445914721910783,581918728023703551,586421777895260159,590925240083677183,0.00010233,2.0466e-05,n m-3
608,36.6333,-146.6167,2010-03-08,2010,3,8,0,Eriksen2014,9.188e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590923796974665727,9.188e-05,1.8375999999999998e-05,n m-3
610,28.7167,-156.6833,2011-07-25,2011,7,25,0,Eriksen2014,1.114e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586428374965026815,590931837153443839,1.114e-05,2.228e-06,n m-3
611,31.5667,-153.5833,2011-07-26,2011,7,26,0,Eriksen2014,5.947e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590932593067687935,5.947e-05,1.1894e-05,n m-3
612,34.5833,-151.5167,2011-07-27,2011,7,27,0,Eriksen2014,9.306000000000001e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586421777895260159,590925033925246975,9.306000000000001e-05,1.8612e-05,n m-3
616,38.8025,-138.6878,2011-07-31,2011,7,31,0,Eriksen2014,2.122e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586443218372001791,590946749279895551,2.122e-05,4.244e-06,n m-3
619,39.1,-125.3167,2011-03-08,2011,3,8,0,Eriksen2014,1.266e-05,n m-2,0.2,inf,577199624117288959,581672437419081727,586172188755755007,590675582224695295,1.266e-05,2.532e-06,n m-3
620,28.265,-157.4175,2011-07-27,2011,7,27,0,Eriksen2014,2.172e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586428374965026815,590931493556060159,2.172e-05,4.343999999999999e-06,n m-3
621,33.9758,-156.0402,2011-07-29,2011,7,29,0,Eriksen2014,6.36e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586446516906885119,590949979095302143,6.36e-06,1.272e-06,n m-3
622,36.5049,-155.274,2011-07-30,2011,7,30,0,Eriksen2014,5.879e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586444867639443455,590948329827860479,5.879e-05,1.1758e-05,n m-3
623,37.4767,-156.675,2011-07-31,2011,7,31,0,Eriksen2014,3.4490000000000004e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586447066662699007,590948261108383743,3.4490000000000004e-05,6.898000000000001e-06,n m-3
624,37.5417,-152.4833,2011-01-08,2011,1,8,0,Eriksen2014,2.394e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586447616418512895,590951078606929919,2.394e-05,4.7880000000000006e-06,n m-3
625,37.5277,-152.2349,2011-01-08,2011,1,8,0,Eriksen2014,7.71e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586447616418512895,590951078606929919,7.71e-06,1.5420000000000002e-06,n m-3
626,37.2667,-145.2667,2011-03-08,2011,3,8,0,Eriksen2014,4.43e-06,n m-2,0.2,inf,577445914721910783,581940718256259071,586441569104560127,590945100012453887,4.43e-06,8.86e-07,n m-3
627,31.1333,-159.5167,2011-07-08,2011,7,8,0,Eriksen2014,5.82e-06,n m-2,0.2,inf,577727389698621439,582222193232969727,586724693348712447,591228018098175999,5.82e-06,1.164e-06,n m-3
628,34.1833,-159.1667,2011-08-08,2011,8,8,0,Eriksen2014,4.696e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445967151071231,590949291900534783,4.696e-05,9.392e-06,n m-3
629,36.1833,-158.2167,2011-09-08,2011,9,8,0,Eriksen2014,2.933e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586444867639443455,590948398547337215,2.933e-05,5.865999999999999e-06,n m-3
630,29.8167,-156.9667,2011-07-29,2011,7,29,0,Eriksen2014,1.8400000000000002e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590933898737745919,1.8400000000000002e-06,3.68e-07,n m-3
631,30.9333,-156.5667,2011-07-29,2011,7,29,0,Eriksen2014,4.450000000000001e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590934036176699391,4.450000000000001e-06,8.900000000000002e-07,n m-3
632,32.9,-155.6667,2011-07-30,2011,7,30,0,Eriksen2014,7.34e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586446516906885119,590949704217395199,7.34e-06,1.468e-06,n m-3
633,32.3833,-154.65,2011-07-26,2011,7,26,0,Eriksen2014,4.476e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590932867945594879,4.476e-05,8.952e-06,n m-3
634,33.9833,-151.3333,2011-07-27,2011,7,27,0,Eriksen2014,3.171e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586419578872004607,590922972340944895,3.171e-05,6.342e-06,n m-3
635,35.9833,-148.8167,2011-07-28,2011,7,28,0,Eriksen2014,1.7579999999999998e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586421777895260159,590925240083677183,1.7579999999999998e-05,3.5159999999999995e-06,n m-3
636,37.3833,-146.0333,2011-07-29,2011,7,29,0,Eriksen2014,6.2e-06,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590924140572049407,6.2e-06,1.24e-06,n m-3
637,37.1,-142.0333,2011-07-30,2011,7,30,0,Eriksen2014,8.5e-07,n m-2,0.2,inf,577445914721910783,581940718256259071,586441569104560127,590944756415070207,8.5e-07,1.7000000000000001e-07,n m-3
638,26.0945,-157.3422,2011-07-28,2011,7,28,0,Eriksen2014,3.205e-05,n m-2,0.2,inf,577727389698621439,581927524116725759,586707101162668031,591210563351085055,3.205e-05,6.41e-06,n m-3
640,35.775,-149.31,2011-06-08,2011,6,8,0,Eriksen2014,5.496e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586421777895260159,590925240083677183,5.496e-05,1.0992e-05,n m-3
641,32.95,-159.55,2011-07-28,2011,7,28,0,Eriksen2014,1.175e-05,n m-2,0.2,inf,577445914721910783,582222193232969727,586724693348712447,591228155537129471,1.175e-05,2.35e-06,n m-3
642,38.9667,-161.7833,2011-07-29,2011,7,29,0,Eriksen2014,3.6e-07,n m-2,0.2,inf,577094071001022463,581584476488859647,586085327337160703,590588445928194047,3.6e-07,7.2e-08,n m-3
643,40.1167,-162.95,2011-07-30,2011,7,30,0,Eriksen2014,1.326e-05,n m-2,0.2,inf,577094071001022463,581584476488859647,586085327337160703,590588514647670783,1.326e-05,2.652e-06,n m-3
644,43.0667,-160.2667,2011-07-31,2011,7,31,0,Eriksen2014,3.12e-06,n m-2,0.2,inf,577094071001022463,581593272581881855,586095772697624575,590599028727611391,3.12e-06,6.240000000000001e-07,n m-3
646,38.0762,-152.3518,2011-07-30,2011,7,30,0,Eriksen2014,4.51e-06,n m-2,0.2,inf,577445914721910783,581936320209747967,586447616418512895,590951078606929919,4.51e-06,9.02e-07,n m-3
647,35.7733,-153.6367,2011-07-29,2011,7,29,0,Eriksen2014,1.059e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948810864197631,1.059e-05,2.118e-06,n m-3
648,37.8873,-149.5742,2011-07-31,2011,7,31,0,Eriksen2014,5.558e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586437720813862911,590940839404896255,5.558e-05,1.1116e-05,n m-3
650,38.1875,-138.8018,2011-03-08,2011,3,8,0,Eriksen2014,2.75e-06,n m-2,0.2,inf,577445914721910783,581940718256259071,586440469592932351,590946474401988607,2.75e-06,5.5e-07,n m-3
655,32.4,-150.9667,2011-07-27,2011,7,27,0,Eriksen2014,9.452e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586419578872004607,590922697463037951,9.452e-05,1.8904e-05,n m-3
656,36.55,-146.5,2011-07-29,2011,7,29,0,Eriksen2014,1.1400000000000001e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590923796974665727,1.1400000000000001e-05,2.28e-06,n m-3
657,36.1,-142.9,2011-07-30,2011,7,30,0,Eriksen2014,0.0006939600000000001,n m-2,0.2,inf,577445914721910783,581940718256259071,586441569104560127,590945649768267775,0.0006939600000000001,0.00013879200000000002,n m-3
658,35.7,-139.95,2011-07-31,2011,7,31,0,Eriksen2014,1.518e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586442118860374015,590945581048791039,1.518e-05,3.0360000000000002e-06,n m-3
659,36.0,-136.1,2011-01-08,2011,1,8,0,Eriksen2014,2.847e-05,n m-2,0.2,inf,577445914721910783,581694427651637247,586441019348746239,590944206659256319,2.847e-05,5.694e-06,n m-3
662,24.25,-156.7833,2011-07-31,2011,7,31,0,Eriksen2014,1.2460000000000001e-05,n m-2,0.2,inf,577727389698621439,582204601046925311,586707101162668031,591210288473178111,1.2460000000000001e-05,2.492e-06,n m-3
665,30.5,-150.4667,2011-03-08,2011,3,8,0,Eriksen2014,8.439999999999999e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933486420885503,8.439999999999999e-06,1.6879999999999998e-06,n m-3
667,35.1833,-147.7,2011-06-08,2011,6,8,0,Eriksen2014,8.67e-06,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921872829317119,8.67e-06,1.734e-06,n m-3
669,33.7167,-139.45,2011-08-09,2011,8,9,0,Eriksen2014,3.104e-05,n m-2,0.2,inf,577445914721910783,581923126070214655,586425076430143487,590928607338037247,3.104e-05,6.2080000000000005e-06,n m-3
674,31.2552,-158.1222,2012-08-21,2012,8,21,0,Eriksen2014,4.3780000000000004e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590934104896176127,4.3780000000000004e-05,8.756e-06,n m-3
675,31.6334,-156.0684,2012-08-22,2012,8,22,0,Eriksen2014,9.223e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590934036176699391,9.223e-05,1.8446e-05,n m-3
676,33.0571,-153.8981,2012-08-23,2012,8,23,0,Eriksen2014,4.218e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586429474476654591,590932867945594879,4.218e-05,8.436e-06,n m-3
677,32.9783,-154.145,2012-08-23,2012,8,23,0,Eriksen2014,0.00016573,n m-2,0.2,inf,577445914721910783,581945116302770175,586429474476654591,590932867945594879,0.00016573,3.3146e-05,n m-3
678,29.0717,-155.0567,2012-08-18,2012,8,18,0,Eriksen2014,8.16e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586427275453399039,590930394044432383,8.16e-06,1.632e-06,n m-3
679,30.025,-155.03,2012-08-18,2012,8,18,0,Eriksen2014,5.0000000000000004e-08,n m-2,0.2,inf,577445914721910783,581927524116725759,586427275453399039,590930668922339327,5.0000000000000004e-08,1e-08,n m-3
680,30.9867,-154.77,2012-08-19,2012,8,19,0,Eriksen2014,4.019e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590932730506641407,4.019e-05,8.038e-06,n m-3
681,30.985,-154.235,2012-08-19,2012,8,19,0,Eriksen2014,4.0549999999999996e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590932799226118143,4.0549999999999996e-05,8.109999999999999e-06,n m-3
682,30.775,-152.9033,2012-08-20,2012,8,20,0,Eriksen2014,1.1289999999999999e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590933555140362239,1.1289999999999999e-05,2.258e-06,n m-3
683,30.67,-152.4833,2012-08-20,2012,8,20,0,Eriksen2014,6.169e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933555140362239,6.169e-05,1.2338e-05,n m-3
684,30.6667,-150.885,2012-08-21,2012,8,21,0,Eriksen2014,0.00011531999999999999,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933486420885503,0.00011531999999999999,2.3063999999999998e-05,n m-3
685,30.9017,-150.44,2012-08-21,2012,8,21,0,Eriksen2014,0.00011337000000000001,n m-2,0.2,inf,577445914721910783,581927524116725759,586430024232468479,590933486420885503,0.00011337000000000001,2.2674e-05,n m-3
686,31.49,-149.2467,2012-08-22,2012,8,22,0,Eriksen2014,0.00017902,n m-2,0.2,inf,577445914721910783,581918728023703551,586420128627818495,590923659535712255,0.00017902,3.5804e-05,n m-3
687,31.9917,-148.9783,2012-08-22,2012,8,22,0,Eriksen2014,0.00013609,n m-2,0.2,inf,577445914721910783,581918728023703551,586420128627818495,590923659535712255,0.00013609,2.7218000000000003e-05,n m-3
688,32.8967,-148.0717,2012-08-23,2012,8,23,0,Eriksen2014,0.00028876,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921735390363647,0.00028876,5.7752e-05,n m-3
689,33.2733,-147.61,2012-08-23,2012,8,23,0,Eriksen2014,0.00016926,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921804109840383,0.00016926,3.3852e-05,n m-3
690,34.3983,-146.6683,2012-08-24,2012,8,24,0,Eriksen2014,9.182e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921941548793855,9.182e-05,1.8364e-05,n m-3
691,34.765,-146.3617,2012-08-24,2012,8,24,0,Eriksen2014,0.00014115000000000002,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590921941548793855,0.00014115000000000002,2.8230000000000002e-05,n m-3
692,35.225,-144.7883,2012-08-25,2012,8,25,0,Eriksen2014,4.638e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586421228139446271,590924346730479615,4.638e-05,9.276e-06,n m-3
693,35.3033,-144.2033,2012-08-25,2012,8,25,0,Eriksen2014,9.265e-05,n m-2,0.2,inf,577445914721910783,581918728023703551,586421228139446271,590924346730479615,9.265e-05,1.853e-05,n m-3
694,35.6,-142.135,2012-08-26,2012,8,26,0,Eriksen2014,3.634e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586442118860374015,590945649768267775,3.634e-05,7.2680000000000005e-06,n m-3
695,35.4817,-141.5217,2012-08-26,2012,8,26,0,Eriksen2014,5.4909999999999994e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586442118860374015,590945237451407359,5.4909999999999994e-05,1.0982e-05,n m-3
696,35.4183,-139.385,2012-08-27,2012,8,27,0,Eriksen2014,5.525e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586442118860374015,590945306170884095,5.525e-05,1.1050000000000001e-05,n m-3
697,35.46,-138.7833,2012-08-27,2012,8,27,0,Eriksen2014,4.225e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586441019348746239,590944275378733055,4.225e-05,8.449999999999999e-06,n m-3
698,30.25,-156.6,2012-08-08,2012,8,8,0,Eriksen2014,9.13e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590933761298792447,9.13e-06,1.8260000000000002e-06,n m-3
699,30.5063,-156.3167,2012-08-08,2012,8,8,0,Eriksen2014,2.756e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590933761298792447,2.756e-05,5.512e-06,n m-3
700,32.0333,-154.3833,2012-09-08,2012,9,8,0,Eriksen2014,7.711e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586429474476654591,590932593067687935,7.711e-05,1.5422e-05,n m-3
701,33.05,-151.5667,2012-10-08,2012,10,8,0,Eriksen2014,0.0006822999999999999,n m-2,0.2,inf,577445914721910783,581918728023703551,586419578872004607,590923109779898367,0.0006822999999999999,0.00013645999999999998,n m-3
702,34.2513,-149.004,2012-11-08,2012,11,8,0,Eriksen2014,0.00046081999999999997,n m-2,0.2,inf,577445914721910783,581918728023703551,586418479360376831,590922010268270591,0.00046081999999999997,9.2164e-05,n m-3
703,35.6333,-146.8333,2012-12-08,2012,12,8,0,Eriksen2014,0.00036280000000000004,n m-2,0.2,inf,577445914721910783,581918728023703551,586420678383632383,590924003133095935,0.00036280000000000004,7.256000000000001e-05,n m-3
704,36.7833,-144.8167,2012-08-13,2012,8,13,0,Eriksen2014,0.00020651,n m-2,0.2,inf,577445914721910783,581918728023703551,586441569104560127,590944825134546943,0.00020651,4.1302e-05,n m-3
705,38.5667,-142.1833,2012-08-14,2012,8,14,0,Eriksen2014,8.109999999999999e-05,n m-2,0.2,inf,577445914721910783,581940718256259071,586440469592932351,590944000500826111,8.109999999999999e-05,1.6219999999999997e-05,n m-3
708,24.0219,-157.6883,2012-06-08,2012,6,8,0,Eriksen2014,6.4900000000000005e-06,n m-2,0.2,inf,577727389698621439,582204601046925311,586707101162668031,591210425912131583,6.4900000000000005e-06,1.2980000000000001e-06,n m-3
709,27.7333,-157.1167,2012-07-08,2012,7,8,0,Eriksen2014,2.169e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586428374965026815,590931493556060159,2.169e-05,4.338e-06,n m-3
710,26.8867,-157.1617,2012-07-08,2012,7,8,0,Eriksen2014,6.650000000000001e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586428374965026815,590931699714490367,6.650000000000001e-06,1.3300000000000002e-06,n m-3
712,29.6667,-157.1333,2012-09-08,2012,9,8,0,Eriksen2014,9.78e-06,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590933898737745919,9.78e-06,1.956e-06,n m-3
713,32.5083,-156.4917,2012-09-08,2012,9,8,0,Eriksen2014,3.346e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586446516906885119,590949841656348671,3.346e-05,6.6920000000000005e-06,n m-3
714,31.8833,-156.7667,2012-09-08,2012,9,8,0,Eriksen2014,4.045e-05,n m-2,0.2,inf,577445914721910783,581927524116725759,586430573988282367,590949841656348671,4.045e-05,8.09e-06,n m-3
715,33.7975,-155.5469,2012-10-08,2012,10,8,0,Eriksen2014,1.939e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586446516906885119,590949979095302143,1.939e-05,3.878e-06,n m-3
716,34.312,-155.3343,2012-10-08,2012,10,8,0,Eriksen2014,5.6399999999999995e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590949979095302143,5.6399999999999995e-05,1.1279999999999999e-05,n m-3
717,35.6339,-154.1437,2012-11-08,2012,11,8,0,Eriksen2014,7.53e-06,n m-2,0.2,inf,577445914721910783,581945116302770175,586445417395257343,590948810864197631,7.53e-06,1.506e-06,n m-3
718,36.1852,-153.2645,2012-12-08,2012,12,8,0,Eriksen2014,2.303e-05,n m-2,0.2,inf,577445914721910783,581945116302770175,586447616418512895,590950941167976447,2.303e-05,4.6060000000000005e-06,n m-3
719,37.6891,-150.3047,2012-12-08,2012,12,8,0,Eriksen2014,1.797e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586437720813862911,590940976843849727,1.797e-05,3.594e-06,n m-3
720,37.184,-151.1729,2012-12-08,2012,12,8,0,Eriksen2014,1.569e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586437720813862911,590940976843849727,1.569e-05,3.1380000000000003e-06,n m-3
721,39.7213,-147.5733,2012-08-13,2012,8,13,0,Eriksen2014,2.9120000000000002e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586436621302235135,590940152210128895,2.9120000000000002e-05,5.8240000000000005e-06,n m-3
722,39.156,-148.2517,2012-08-13,2012,8,13,0,Eriksen2014,2.6989999999999997e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586436621302235135,590940152210128895,2.6989999999999997e-05,5.398e-06,n m-3
723,41.2205,-146.6097,2012-08-14,2012,8,14,0,Eriksen2014,3.546e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586438820325490687,590942076355477503,3.546e-05,7.092000000000001e-06,n m-3
724,41.6703,-146.3295,2012-08-15,2012,8,15,0,Eriksen2014,5.838e-05,n m-2,0.2,inf,577445914721910783,581936320209747967,586438820325490687,590941938916524031,5.838e-05,1.1676e-05,n m-3
727,5.898,85.037,2013-05-28,2013,5,28,0,Eriksen2014,2e-05,n m-2,0.2,inf,578255155279953919,582732366628257791,587234866744000511,591681772803063807,2e-05,4.000000000000001e-06,n m-3
728,6.188,87.27,2013-05-29,2013,5,29,0,Eriksen2014,1.7e-05,n m-2,0.2,inf,578255155279953919,582732366628257791,587234866744000511,591738122773987327,1.7e-05,3.4e-06,n m-3
730,5.95,85.533,2013-05-28,2013,5,28,0,Eriksen2014,6e-06,n m-2,0.2,inf,578255155279953919,582732366628257791,587234866744000511,591738191493464063,6e-06,1.2e-06,n m-3
731,5.922,85.258,2013-05-28,2013,5,28,0,Eriksen2014,6e-06,n m-2,0.2,inf,578255155279953919,582732366628257791,587234866744000511,591738191493464063,6e-06,1.2e-06,n m-3
733,6.198,87.365,2013-05-29,2013,5,29,0,Eriksen2014,6e-06,n m-2,0.2,inf,578255155279953919,582732366628257791,587234866744000511,591738122773987327,6e-06,1.2e-06,n m-3
734,6.49,92.054,2013-01-06,2013,1,6,0,Eriksen2014,7e-06,n m-2,0.2,inf,578255155279953919,582732366628257791,587235416499814399,591738809968754687,7e-06,1.4e-06,n m-3
735,6.613,90.768,2013-05-31,2013,5,31,0,Eriksen2014,5.2e-05,n m-2,0.2,inf,578255155279953919,582732366628257791,587235416499814399,591738878688231423,5.2e-05,1.0399999999999999e-05,n m-3
736,6.63,90.596,2013-05-31,2013,5,31,0,Eriksen2014,2.2e-05,n m-2,0.2,inf,578255155279953919,582732366628257791,587235416499814399,591738878688231423,2.2e-05,4.4e-06,n m-3
